Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 26,214,400
  lm_head                 : 5,242,880
  transformer_matrices    : 49,152,800
  scalars                 : 20
  total                   : 85,852,980
Estimated FLOPs per token: 4.286102e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011345 | lrm: 0.00 | dt: 13024ms | tok/sec: 10,064 | mfu: 0.4% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.011340 | lrm: 0.00 | dt: 128ms | tok/sec: 1,026,119 | mfu: 44.4% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.011379 | lrm: 0.00 | dt: 128ms | tok/sec: 1,023,187 | mfu: 44.3% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.011372 | lrm: 0.00 | dt: 129ms | tok/sec: 1,016,870 | mfu: 44.0% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.011366 | lrm: 0.00 | dt: 129ms | tok/sec: 1,018,262 | mfu: 44.1% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 9.011380 | lrm: 0.00 | dt: 129ms | tok/sec: 1,018,281 | mfu: 44.1% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 9.011366 | lrm: 0.00 | dt: 129ms | tok/sec: 1,016,733 | mfu: 44.0% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 9.011360 | lrm: 0.00 | dt: 128ms | tok/sec: 1,025,608 | mfu: 44.4% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 9.011359 | lrm: 0.00 | dt: 129ms | tok/sec: 1,017,747 | mfu: 44.1% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 9.011329 | lrm: 0.00 | dt: 129ms | tok/sec: 1,016,502 | mfu: 44.0% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 9.011323 | lrm: 0.00 | dt: 129ms | tok/sec: 1,013,972 | mfu: 43.9% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011329 | lrm: 0.00 | dt: 129ms | tok/sec: 1,018,041 | mfu: 44.1% | epoch: 1 | remaining: 300s    
step 00012 (0.0%) | loss: 9.011322 | lrm: 0.01 | dt: 130ms | tok/sec: 1,010,666 | mfu: 43.8% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 9.010697 | lrm: 0.02 | dt: 132ms | tok/sec: 990,410 | mfu: 42.9% | epoch: 1 | remaining: 300s    
step 00050 (1.8%) | loss: 6.002346 | lrm: 0.35 | dt: 136ms | tok/sec: 966,302 | mfu: 41.9% | epoch: 1 | remaining: 295s    
step 00051 (1.8%) | loss: 5.957242 | lrm: 0.36 | dt: 136ms | tok/sec: 962,098 | mfu: 41.7% | epoch: 1 | remaining: 294s    
step 00052 (1.9%) | loss: 5.915030 | lrm: 0.37 | dt: 136ms | tok/sec: 964,318 | mfu: 41.8% | epoch: 1 | remaining: 294s    
step 00053 (1.9%) | loss: 5.877798 | lrm: 0.38 | dt: 137ms | tok/sec: 959,526 | mfu: 41.6% | epoch: 1 | remaining: 294s    
step 00054 (2.0%) | loss: 5.840789 | lrm: 0.39 | dt: 136ms | tok/sec: 963,687 | mfu: 41.7% | epoch: 1 | remaining: 294s    
step 00055 (2.0%) | loss: 5.806474 | lrm: 0.40 | dt: 138ms | tok/sec: 950,762 | mfu: 41.2% | epoch: 1 | remaining: 294s    
step 00056 (2.0%) | loss: 5.777078 | lrm: 0.41 | dt: 138ms | tok/sec: 948,418 | mfu: 41.1% | epoch: 1 | remaining: 294s    
step 00057 (2.1%) | loss: 5.750101 | lrm: 0.42 | dt: 138ms | tok/sec: 946,624 | mfu: 41.0% | epoch: 1 | remaining: 294s    
step 00058 (2.1%) | loss: 5.725881 | lrm: 0.43 | dt: 137ms | tok/sec: 957,727 | mfu: 41.5% | epoch: 1 | remaining: 293s    
step 00059 (2.2%) | loss: 5.697379 | lrm: 0.44 | dt: 136ms | tok/sec: 962,890 | mfu: 41.7% | epoch: 1 | remaining: 293s    
step 00060 (2.2%) | loss: 5.671749 | lrm: 0.45 | dt: 136ms | tok/sec: 960,304 | mfu: 41.6% | epoch: 1 | remaining: 293s    
step 00061 (2.3%) | loss: 5.642766 | lrm: 0.45 | dt: 137ms | tok/sec: 958,928 | mfu: 41.5% | epoch: 1 | remaining: 293s    
step 00062 (2.3%) | loss: 5.618569 | lrm: 0.46 | dt: 138ms | tok/sec: 949,495 | mfu: 41.1% | epoch: 1 | remaining: 293s    
step 00063 (2.4%) | loss: 5.596605 | lrm: 0.47 | dt: 137ms | tok/sec: 957,014 | mfu: 41.5% | epoch: 1 | remaining: 293s    
step 00064 (2.4%) | loss: 5.576636 | lrm: 0.48 | dt: 138ms | tok/sec: 952,433 | mfu: 41.3% | epoch: 1 | remaining: 293s    
step 00065 (2.5%) | loss: 5.554943 | lrm: 0.49 | dt: 136ms | tok/sec: 961,145 | mfu: 41.6% | epoch: 1 | remaining: 292s    
step 00066 (2.5%) | loss: 5.535796 | lrm: 0.50 | dt: 135ms | tok/sec: 968,647 | mfu: 42.0% | epoch: 1 | remaining: 292s    
step 00067 (2.5%) | loss: 5.517385 | lrm: 0.51 | dt: 137ms | tok/sec: 959,245 | mfu: 41.6% | epoch: 1 | remaining: 292s    
step 00068 (2.6%) | loss: 5.498225 | lrm: 0.52 | dt: 138ms | tok/sec: 952,703 | mfu: 41.3% | epoch: 1 | remaining: 292s    
step 00069 (2.6%) | loss: 5.477889 | lrm: 0.53 | dt: 137ms | tok/sec: 955,402 | mfu: 41.4% | epoch: 1 | remaining: 292s    
step 00070 (2.7%) | loss: 5.459557 | lrm: 0.54 | dt: 139ms | tok/sec: 944,566 | mfu: 40.9% | epoch: 1 | remaining: 292s    
step 00071 (2.7%) | loss: 5.439216 | lrm: 0.55 | dt: 137ms | tok/sec: 960,139 | mfu: 41.6% | epoch: 1 | remaining: 292s    
step 00072 (2.8%) | loss: 5.421381 | lrm: 0.56 | dt: 136ms | tok/sec: 964,529 | mfu: 41.8% | epoch: 1 | remaining: 292s    
step 00073 (2.8%) | loss: 5.400421 | lrm: 0.56 | dt: 136ms | tok/sec: 961,535 | mfu: 41.6% | epoch: 1 | remaining: 291s    
step 00074 (2.9%) | loss: 5.383066 | lrm: 0.57 | dt: 135ms | tok/sec: 968,471 | mfu: 42.0% | epoch: 1 | remaining: 291s    
step 00075 (2.9%) | loss: 5.364286 | lrm: 0.58 | dt: 137ms | tok/sec: 955,482 | mfu: 41.4% | epoch: 1 | remaining: 291s    
step 00076 (3.0%) | loss: 5.345884 | lrm: 0.59 | dt: 138ms | tok/sec: 951,946 | mfu: 41.2% | epoch: 1 | remaining: 291s    
step 00077 (3.0%) | loss: 5.325313 | lrm: 0.60 | dt: 138ms | tok/sec: 949,431 | mfu: 41.1% | epoch: 1 | remaining: 291s    
step 00078 (3.0%) | loss: 5.305009 | lrm: 0.61 | dt: 137ms | tok/sec: 959,399 | mfu: 41.6% | epoch: 1 | remaining: 291s    
step 00079 (3.1%) | loss: 5.286694 | lrm: 0.62 | dt: 136ms | tok/sec: 961,523 | mfu: 41.6% | epoch: 1 | remaining: 291s    
step 00080 (3.1%) | loss: 5.270094 | lrm: 0.63 | dt: 136ms | tok/sec: 962,843 | mfu: 41.7% | epoch: 1 | remaining: 290s    
step 00081 (3.2%) | loss: 5.254830 | lrm: 0.64 | dt: 137ms | tok/sec: 958,004 | mfu: 41.5% | epoch: 1 | remaining: 290s    
step 00082 (3.2%) | loss: 5.235791 | lrm: 0.65 | dt: 137ms | tok/sec: 959,496 | mfu: 41.6% | epoch: 1 | remaining: 290s    
step 00083 (3.3%) | loss: 5.217019 | lrm: 0.66 | dt: 137ms | tok/sec: 958,514 | mfu: 41.5% | epoch: 1 | remaining: 290s    
step 00084 (3.3%) | loss: 5.199927 | lrm: 0.66 | dt: 138ms | tok/sec: 949,846 | mfu: 41.1% | epoch: 1 | remaining: 290s    
step 00085 (3.4%) | loss: 5.184178 | lrm: 0.67 | dt: 136ms | tok/sec: 963,314 | mfu: 41.7% | epoch: 1 | remaining: 290s    
step 00086 (3.4%) | loss: 5.164235 | lrm: 0.68 | dt: 138ms | tok/sec: 951,791 | mfu: 41.2% | epoch: 1 | remaining: 290s    
step 00087 (3.5%) | loss: 5.142211 | lrm: 0.69 | dt: 137ms | tok/sec: 959,412 | mfu: 41.6% | epoch: 1 | remaining: 289s    
step 00088 (3.5%) | loss: 5.123738 | lrm: 0.70 | dt: 138ms | tok/sec: 952,646 | mfu: 41.3% | epoch: 1 | remaining: 289s    
step 00089 (3.6%) | loss: 5.104923 | lrm: 0.71 | dt: 136ms | tok/sec: 962,139 | mfu: 41.7% | epoch: 1 | remaining: 289s    
step 00090 (3.6%) | loss: 5.087276 | lrm: 0.72 | dt: 136ms | tok/sec: 965,783 | mfu: 41.8% | epoch: 1 | remaining: 289s    
step 00091 (3.6%) | loss: 5.073135 | lrm: 0.73 | dt: 138ms | tok/sec: 952,335 | mfu: 41.3% | epoch: 1 | remaining: 289s    
step 00092 (3.7%) | loss: 5.053561 | lrm: 0.74 | dt: 137ms | tok/sec: 955,211 | mfu: 41.4% | epoch: 1 | remaining: 289s    
step 00093 (3.7%) | loss: 5.034541 | lrm: 0.75 | dt: 138ms | tok/sec: 952,078 | mfu: 41.2% | epoch: 1 | remaining: 289s    
step 00094 (3.8%) | loss: 5.014762 | lrm: 0.76 | dt: 136ms | tok/sec: 961,938 | mfu: 41.7% | epoch: 1 | remaining: 289s    
step 00095 (3.8%) | loss: 4.992792 | lrm: 0.77 | dt: 137ms | tok/sec: 958,731 | mfu: 41.5% | epoch: 1 | remaining: 288s    
step 00096 (3.9%) | loss: 4.974170 | lrm: 0.77 | dt: 137ms | tok/sec: 959,209 | mfu: 41.5% | epoch: 1 | remaining: 288s    
step 00097 (3.9%) | loss: 4.953308 | lrm: 0.78 | dt: 136ms | tok/sec: 965,200 | mfu: 41.8% | epoch: 1 | remaining: 288s    
step 00098 (4.0%) | loss: 4.929071 | lrm: 0.79 | dt: 137ms | tok/sec: 956,829 | mfu: 41.4% | epoch: 1 | remaining: 288s    
step 00099 (4.0%) | loss: 4.909262 | lrm: 0.80 | dt: 137ms | tok/sec: 957,929 | mfu: 41.5% | epoch: 1 | remaining: 288s    
step 00100 (4.1%) | loss: 4.897150 | lrm: 0.81 | dt: 136ms | tok/sec: 964,639 | mfu: 41.8% | epoch: 1 | remaining: 288s    
step 00101 (4.1%) | loss: 4.879979 | lrm: 0.82 | dt: 136ms | tok/sec: 960,461 | mfu: 41.6% | epoch: 1 | remaining: 288s    
step 00102 (4.1%) | loss: 4.862661 | lrm: 0.83 | dt: 136ms | tok/sec: 964,788 | mfu: 41.8% | epoch: 1 | remaining: 287s    
step 00103 (4.2%) | loss: 4.841548 | lrm: 0.84 | dt: 136ms | tok/sec: 965,139 | mfu: 41.8% | epoch: 1 | remaining: 287s    
step 00104 (4.2%) | loss: 4.824742 | lrm: 0.85 | dt: 137ms | tok/sec: 958,731 | mfu: 41.5% | epoch: 1 | remaining: 287s    
step 00105 (4.3%) | loss: 4.805055 | lrm: 0.86 | dt: 137ms | tok/sec: 953,804 | mfu: 41.3% | epoch: 1 | remaining: 287s    
step 00106 (4.3%) | loss: 4.788848 | lrm: 0.87 | dt: 136ms | tok/sec: 960,869 | mfu: 41.6% | epoch: 1 | remaining: 287s    
step 00107 (4.4%) | loss: 4.772400 | lrm: 0.87 | dt: 136ms | tok/sec: 960,409 | mfu: 41.6% | epoch: 1 | remaining: 287s    
step 00108 (4.4%) | loss: 4.752814 | lrm: 0.88 | dt: 137ms | tok/sec: 956,376 | mfu: 41.4% | epoch: 1 | remaining: 287s    
step 00109 (4.5%) | loss: 4.731332 | lrm: 0.89 | dt: 137ms | tok/sec: 956,734 | mfu: 41.4% | epoch: 1 | remaining: 286s    
step 00110 (4.5%) | loss: 4.712027 | lrm: 0.90 | dt: 136ms | tok/sec: 961,656 | mfu: 41.7% | epoch: 1 | remaining: 286s    
step 00111 (4.6%) | loss: 4.697054 | lrm: 0.91 | dt: 137ms | tok/sec: 955,766 | mfu: 41.4% | epoch: 1 | remaining: 286s    
step 00112 (4.6%) | loss: 4.680009 | lrm: 0.92 | dt: 137ms | tok/sec: 956,990 | mfu: 41.5% | epoch: 1 | remaining: 286s    
step 00113 (4.6%) | loss: 4.664577 | lrm: 0.93 | dt: 136ms | tok/sec: 963,218 | mfu: 41.7% | epoch: 1 | remaining: 286s    
step 00114 (4.7%) | loss: 4.647408 | lrm: 0.94 | dt: 136ms | tok/sec: 964,378 | mfu: 41.8% | epoch: 1 | remaining: 286s    
step 00115 (4.7%) | loss: 4.630649 | lrm: 0.95 | dt: 137ms | tok/sec: 959,796 | mfu: 41.6% | epoch: 1 | remaining: 286s    
step 00116 (4.8%) | loss: 4.615979 | lrm: 0.96 | dt: 137ms | tok/sec: 957,609 | mfu: 41.5% | epoch: 1 | remaining: 286s    
step 00117 (4.8%) | loss: 4.595264 | lrm: 0.97 | dt: 139ms | tok/sec: 944,316 | mfu: 40.9% | epoch: 1 | remaining: 285s    
step 00118 (4.9%) | loss: 4.578125 | lrm: 0.97 | dt: 136ms | tok/sec: 964,593 | mfu: 41.8% | epoch: 1 | remaining: 285s    
step 00119 (4.9%) | loss: 4.561563 | lrm: 0.98 | dt: 136ms | tok/sec: 962,425 | mfu: 41.7% | epoch: 1 | remaining: 285s    
step 00120 (5.0%) | loss: 4.550125 | lrm: 0.99 | dt: 137ms | tok/sec: 954,412 | mfu: 41.3% | epoch: 1 | remaining: 285s    
step 00121 (5.0%) | loss: 4.531584 | lrm: 1.00 | dt: 136ms | tok/sec: 961,435 | mfu: 41.6% | epoch: 1 | remaining: 285s    
step 00122 (5.1%) | loss: 4.514628 | lrm: 1.00 | dt: 136ms | tok/sec: 963,555 | mfu: 41.7% | epoch: 1 | remaining: 285s    
step 00123 (5.1%) | loss: 4.493637 | lrm: 1.00 | dt: 137ms | tok/sec: 957,964 | mfu: 41.5% | epoch: 1 | remaining: 285s    
step 00124 (5.1%) | loss: 4.475973 | lrm: 1.00 | dt: 138ms | tok/sec: 949,621 | mfu: 41.1% | epoch: 1 | remaining: 284s    
step 00125 (5.2%) | loss: 4.456255 | lrm: 1.00 | dt: 137ms | tok/sec: 955,256 | mfu: 41.4% | epoch: 1 | remaining: 284s    
step 00126 (5.2%) | loss: 4.435650 | lrm: 1.00 | dt: 136ms | tok/sec: 963,500 | mfu: 41.7% | epoch: 1 | remaining: 284s    
step 00127 (5.3%) | loss: 4.421399 | lrm: 1.00 | dt: 137ms | tok/sec: 956,704 | mfu: 41.4% | epoch: 1 | remaining: 284s    
step 00128 (5.3%) | loss: 4.406850 | lrm: 1.00 | dt: 137ms | tok/sec: 953,845 | mfu: 41.3% | epoch: 1 | remaining: 284s    
step 00129 (5.4%) | loss: 4.384931 | lrm: 1.00 | dt: 137ms | tok/sec: 954,163 | mfu: 41.3% | epoch: 1 | remaining: 284s    
step 00130 (5.4%) | loss: 4.368536 | lrm: 1.00 | dt: 137ms | tok/sec: 955,598 | mfu: 41.4% | epoch: 1 | remaining: 284s    
step 00131 (5.5%) | loss: 4.347825 | lrm: 1.00 | dt: 137ms | tok/sec: 958,596 | mfu: 41.5% | epoch: 1 | remaining: 283s    
step 00132 (5.5%) | loss: 4.335294 | lrm: 1.00 | dt: 137ms | tok/sec: 953,472 | mfu: 41.3% | epoch: 1 | remaining: 283s    
step 00133 (5.6%) | loss: 4.322201 | lrm: 1.00 | dt: 137ms | tok/sec: 958,947 | mfu: 41.5% | epoch: 1 | remaining: 283s    
step 00134 (5.6%) | loss: 4.303422 | lrm: 1.00 | dt: 136ms | tok/sec: 961,859 | mfu: 41.7% | epoch: 1 | remaining: 283s    
step 00135 (5.6%) | loss: 4.293895 | lrm: 1.00 | dt: 137ms | tok/sec: 959,094 | mfu: 41.5% | epoch: 1 | remaining: 283s    
step 00136 (5.7%) | loss: 4.276407 | lrm: 1.00 | dt: 136ms | tok/sec: 962,708 | mfu: 41.7% | epoch: 1 | remaining: 283s    
step 00137 (5.7%) | loss: 4.259977 | lrm: 1.00 | dt: 138ms | tok/sec: 951,546 | mfu: 41.2% | epoch: 1 | remaining: 283s    
step 00138 (5.8%) | loss: 4.238819 | lrm: 1.00 | dt: 138ms | tok/sec: 949,149 | mfu: 41.1% | epoch: 1 | remaining: 283s    
step 00139 (5.8%) | loss: 4.222709 | lrm: 1.00 | dt: 138ms | tok/sec: 946,883 | mfu: 41.0% | epoch: 1 | remaining: 282s    
step 00140 (5.9%) | loss: 4.202944 | lrm: 1.00 | dt: 138ms | tok/sec: 950,225 | mfu: 41.2% | epoch: 1 | remaining: 282s    
step 00141 (5.9%) | loss: 4.187651 | lrm: 1.00 | dt: 137ms | tok/sec: 957,991 | mfu: 41.5% | epoch: 1 | remaining: 282s    
step 00142 (6.0%) | loss: 4.174454 | lrm: 1.00 | dt: 137ms | tok/sec: 955,733 | mfu: 41.4% | epoch: 1 | remaining: 282s    
step 00143 (6.0%) | loss: 4.161372 | lrm: 1.00 | dt: 137ms | tok/sec: 959,918 | mfu: 41.6% | epoch: 1 | remaining: 282s    
step 00144 (6.1%) | loss: 4.148443 | lrm: 1.00 | dt: 136ms | tok/sec: 963,106 | mfu: 41.7% | epoch: 1 | remaining: 282s    
step 00145 (6.1%) | loss: 4.136602 | lrm: 1.00 | dt: 138ms | tok/sec: 947,040 | mfu: 41.0% | epoch: 1 | remaining: 282s    
step 00146 (6.2%) | loss: 4.125042 | lrm: 1.00 | dt: 138ms | tok/sec: 952,769 | mfu: 41.3% | epoch: 1 | remaining: 281s    
step 00147 (6.2%) | loss: 4.106517 | lrm: 1.00 | dt: 137ms | tok/sec: 958,671 | mfu: 41.5% | epoch: 1 | remaining: 281s    
step 00148 (6.2%) | loss: 4.099218 | lrm: 1.00 | dt: 138ms | tok/sec: 949,509 | mfu: 41.1% | epoch: 1 | remaining: 281s    
step 00149 (6.3%) | loss: 4.086714 | lrm: 1.00 | dt: 137ms | tok/sec: 958,400 | mfu: 41.5% | epoch: 1 | remaining: 281s    
step 00150 (6.3%) | loss: 4.074630 | lrm: 1.00 | dt: 137ms | tok/sec: 957,232 | mfu: 41.5% | epoch: 1 | remaining: 281s    
step 00151 (6.4%) | loss: 4.063132 | lrm: 1.00 | dt: 136ms | tok/sec: 964,566 | mfu: 41.8% | epoch: 1 | remaining: 281s    
step 00152 (6.4%) | loss: 4.049681 | lrm: 1.00 | dt: 139ms | tok/sec: 943,108 | mfu: 40.9% | epoch: 1 | remaining: 281s    
step 00153 (6.5%) | loss: 4.038692 | lrm: 1.00 | dt: 138ms | tok/sec: 949,762 | mfu: 41.1% | epoch: 1 | remaining: 280s    
step 00154 (6.5%) | loss: 4.027627 | lrm: 1.00 | dt: 138ms | tok/sec: 948,525 | mfu: 41.1% | epoch: 1 | remaining: 280s    
step 00155 (6.6%) | loss: 4.018537 | lrm: 1.00 | dt: 138ms | tok/sec: 947,985 | mfu: 41.1% | epoch: 1 | remaining: 280s    
