Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 7, 'n_head': 6, 'n_kv_head': 6, 'n_embd': 768, 'window_pattern': 'SSSSL'}
Parameter counts:
  wte                     : 6,291,456
  value_embeds            : 25,165,824
  lm_head                 : 6,291,456
  transformer_matrices    : 49,545,984
  scalars                 : 14
  total                   : 87,294,734
Estimated FLOPs per token: 4.199593e+08
Scaling AdamW LRs by 1/sqrt(768/768) = 1.000000
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011235 | lrm: 1.00 | dt: 10218ms | tok/sec: 25,654 | mfu: 1.1% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.824263 | lrm: 1.00 | dt: 233ms | tok/sec: 1,123,916 | mfu: 47.7% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.149163 | lrm: 1.00 | dt: 235ms | tok/sec: 1,115,385 | mfu: 47.3% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.645863 | lrm: 1.00 | dt: 238ms | tok/sec: 1,100,911 | mfu: 46.7% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.290730 | lrm: 1.00 | dt: 251ms | tok/sec: 1,042,413 | mfu: 44.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.011138 | lrm: 1.00 | dt: 249ms | tok/sec: 1,052,480 | mfu: 44.7% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.785216 | lrm: 1.00 | dt: 239ms | tok/sec: 1,097,171 | mfu: 46.6% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.602748 | lrm: 1.00 | dt: 238ms | tok/sec: 1,100,839 | mfu: 46.7% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.454481 | lrm: 1.00 | dt: 251ms | tok/sec: 1,043,013 | mfu: 44.3% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.330118 | lrm: 1.00 | dt: 248ms | tok/sec: 1,054,943 | mfu: 44.8% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.228819 | lrm: 1.00 | dt: 241ms | tok/sec: 1,088,576 | mfu: 46.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.140055 | lrm: 1.00 | dt: 238ms | tok/sec: 1,099,286 | mfu: 46.7% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.058338 | lrm: 1.00 | dt: 248ms | tok/sec: 1,056,924 | mfu: 44.9% | epoch: 1 | remaining: 300s    
step 00013 (0.2%) | loss: 5.992237 | lrm: 1.00 | dt: 246ms | tok/sec: 1,065,057 | mfu: 45.2% | epoch: 1 | remaining: 299s    
step 00031 (1.6%) | loss: 5.323444 | lrm: 1.00 | dt: 243ms | tok/sec: 1,076,569 | mfu: 45.7% | epoch: 1 | remaining: 295s    
step 00032 (1.7%) | loss: 5.296914 | lrm: 1.00 | dt: 246ms | tok/sec: 1,064,390 | mfu: 45.2% | epoch: 1 | remaining: 295s    
step 00033 (1.8%) | loss: 5.271622 | lrm: 1.00 | dt: 245ms | tok/sec: 1,072,053 | mfu: 45.5% | epoch: 1 | remaining: 294s    
step 00034 (1.9%) | loss: 5.245295 | lrm: 1.00 | dt: 247ms | tok/sec: 1,060,108 | mfu: 45.0% | epoch: 1 | remaining: 294s    
step 00035 (2.0%) | loss: 5.218466 | lrm: 1.00 | dt: 244ms | tok/sec: 1,075,609 | mfu: 45.7% | epoch: 1 | remaining: 294s    
step 00036 (2.0%) | loss: 5.192233 | lrm: 1.00 | dt: 247ms | tok/sec: 1,062,985 | mfu: 45.1% | epoch: 1 | remaining: 294s    
step 00037 (2.1%) | loss: 5.167058 | lrm: 1.00 | dt: 243ms | tok/sec: 1,080,395 | mfu: 45.9% | epoch: 1 | remaining: 293s    
step 00038 (2.2%) | loss: 5.139238 | lrm: 1.00 | dt: 249ms | tok/sec: 1,054,098 | mfu: 44.7% | epoch: 1 | remaining: 293s    
step 00039 (2.3%) | loss: 5.111886 | lrm: 1.00 | dt: 246ms | tok/sec: 1,065,935 | mfu: 45.2% | epoch: 1 | remaining: 293s    
step 00040 (2.4%) | loss: 5.088013 | lrm: 1.00 | dt: 242ms | tok/sec: 1,081,524 | mfu: 45.9% | epoch: 1 | remaining: 293s    
step 00041 (2.4%) | loss: 5.059493 | lrm: 1.00 | dt: 247ms | tok/sec: 1,060,193 | mfu: 45.0% | epoch: 1 | remaining: 292s    
step 00042 (2.5%) | loss: 5.035249 | lrm: 1.00 | dt: 246ms | tok/sec: 1,066,605 | mfu: 45.3% | epoch: 1 | remaining: 292s    
step 00043 (2.6%) | loss: 5.009924 | lrm: 1.00 | dt: 245ms | tok/sec: 1,070,742 | mfu: 45.4% | epoch: 1 | remaining: 292s    
step 00044 (2.7%) | loss: 4.987335 | lrm: 1.00 | dt: 242ms | tok/sec: 1,083,384 | mfu: 46.0% | epoch: 1 | remaining: 292s    
step 00045 (2.8%) | loss: 4.965048 | lrm: 1.00 | dt: 248ms | tok/sec: 1,055,500 | mfu: 44.8% | epoch: 1 | remaining: 291s    
step 00046 (2.9%) | loss: 4.938963 | lrm: 1.00 | dt: 245ms | tok/sec: 1,068,189 | mfu: 45.3% | epoch: 1 | remaining: 291s    
step 00047 (2.9%) | loss: 4.909835 | lrm: 1.00 | dt: 245ms | tok/sec: 1,071,576 | mfu: 45.5% | epoch: 1 | remaining: 291s    
step 00048 (3.0%) | loss: 4.881749 | lrm: 1.00 | dt: 242ms | tok/sec: 1,081,582 | mfu: 45.9% | epoch: 1 | remaining: 291s    
step 00049 (3.1%) | loss: 4.851234 | lrm: 1.00 | dt: 247ms | tok/sec: 1,062,489 | mfu: 45.1% | epoch: 1 | remaining: 290s    
step 00050 (3.2%) | loss: 4.828927 | lrm: 1.00 | dt: 246ms | tok/sec: 1,067,751 | mfu: 45.3% | epoch: 1 | remaining: 290s    
step 00051 (3.3%) | loss: 4.803383 | lrm: 1.00 | dt: 245ms | tok/sec: 1,071,088 | mfu: 45.5% | epoch: 1 | remaining: 290s    
step 00052 (3.3%) | loss: 4.780946 | lrm: 1.00 | dt: 243ms | tok/sec: 1,080,091 | mfu: 45.8% | epoch: 1 | remaining: 290s    
step 00053 (3.4%) | loss: 4.761433 | lrm: 1.00 | dt: 246ms | tok/sec: 1,064,510 | mfu: 45.2% | epoch: 1 | remaining: 289s    
step 00054 (3.5%) | loss: 4.734252 | lrm: 1.00 | dt: 246ms | tok/sec: 1,064,906 | mfu: 45.2% | epoch: 1 | remaining: 289s    
step 00055 (3.6%) | loss: 4.712246 | lrm: 1.00 | dt: 245ms | tok/sec: 1,069,091 | mfu: 45.4% | epoch: 1 | remaining: 289s    
step 00056 (3.7%) | loss: 4.688804 | lrm: 1.00 | dt: 246ms | tok/sec: 1,065,683 | mfu: 45.2% | epoch: 1 | remaining: 289s    
step 00057 (3.8%) | loss: 4.663894 | lrm: 1.00 | dt: 248ms | tok/sec: 1,058,638 | mfu: 44.9% | epoch: 1 | remaining: 288s    
step 00058 (3.8%) | loss: 4.639860 | lrm: 1.00 | dt: 246ms | tok/sec: 1,063,827 | mfu: 45.2% | epoch: 1 | remaining: 288s    
step 00059 (3.9%) | loss: 4.616709 | lrm: 1.00 | dt: 244ms | tok/sec: 1,075,373 | mfu: 45.6% | epoch: 1 | remaining: 288s    
step 00060 (4.0%) | loss: 4.593649 | lrm: 1.00 | dt: 245ms | tok/sec: 1,071,066 | mfu: 45.5% | epoch: 1 | remaining: 288s    
step 00061 (4.1%) | loss: 4.566145 | lrm: 1.00 | dt: 250ms | tok/sec: 1,050,661 | mfu: 44.6% | epoch: 1 | remaining: 287s    
step 00062 (4.2%) | loss: 4.540056 | lrm: 1.00 | dt: 245ms | tok/sec: 1,070,199 | mfu: 45.4% | epoch: 1 | remaining: 287s    
step 00063 (4.2%) | loss: 4.514287 | lrm: 1.00 | dt: 248ms | tok/sec: 1,058,849 | mfu: 44.9% | epoch: 1 | remaining: 287s    
step 00064 (4.3%) | loss: 4.489638 | lrm: 1.00 | dt: 243ms | tok/sec: 1,078,968 | mfu: 45.8% | epoch: 1 | remaining: 287s    
step 00065 (4.4%) | loss: 4.464307 | lrm: 1.00 | dt: 246ms | tok/sec: 1,067,606 | mfu: 45.3% | epoch: 1 | remaining: 287s    
step 00066 (4.5%) | loss: 4.444117 | lrm: 1.00 | dt: 243ms | tok/sec: 1,078,764 | mfu: 45.8% | epoch: 1 | remaining: 286s    
step 00067 (4.6%) | loss: 4.423372 | lrm: 1.00 | dt: 247ms | tok/sec: 1,061,151 | mfu: 45.0% | epoch: 1 | remaining: 286s    
step 00068 (4.7%) | loss: 4.399179 | lrm: 1.00 | dt: 246ms | tok/sec: 1,067,704 | mfu: 45.3% | epoch: 1 | remaining: 286s    
step 00069 (4.7%) | loss: 4.373970 | lrm: 1.00 | dt: 245ms | tok/sec: 1,070,152 | mfu: 45.4% | epoch: 1 | remaining: 286s    
step 00070 (4.8%) | loss: 4.349179 | lrm: 1.00 | dt: 242ms | tok/sec: 1,083,167 | mfu: 46.0% | epoch: 1 | remaining: 285s    
step 00071 (4.9%) | loss: 4.329536 | lrm: 1.00 | dt: 246ms | tok/sec: 1,064,725 | mfu: 45.2% | epoch: 1 | remaining: 285s    
step 00072 (5.0%) | loss: 4.309646 | lrm: 1.00 | dt: 242ms | tok/sec: 1,084,020 | mfu: 46.0% | epoch: 1 | remaining: 285s    
step 00073 (5.1%) | loss: 4.288248 | lrm: 1.00 | dt: 244ms | tok/sec: 1,072,584 | mfu: 45.5% | epoch: 1 | remaining: 285s    
step 00074 (5.1%) | loss: 4.269297 | lrm: 1.00 | dt: 245ms | tok/sec: 1,069,134 | mfu: 45.4% | epoch: 1 | remaining: 284s    
step 00075 (5.2%) | loss: 4.246540 | lrm: 1.00 | dt: 244ms | tok/sec: 1,075,149 | mfu: 45.6% | epoch: 1 | remaining: 284s    
step 00076 (5.3%) | loss: 4.224108 | lrm: 1.00 | dt: 245ms | tok/sec: 1,069,660 | mfu: 45.4% | epoch: 1 | remaining: 284s    
step 00077 (5.4%) | loss: 4.204285 | lrm: 1.00 | dt: 246ms | tok/sec: 1,066,182 | mfu: 45.3% | epoch: 1 | remaining: 284s    
step 00078 (5.5%) | loss: 4.187345 | lrm: 1.00 | dt: 245ms | tok/sec: 1,068,726 | mfu: 45.4% | epoch: 1 | remaining: 283s    
step 00079 (5.6%) | loss: 4.170870 | lrm: 1.00 | dt: 243ms | tok/sec: 1,080,299 | mfu: 45.8% | epoch: 1 | remaining: 283s    
step 00080 (5.6%) | loss: 4.148998 | lrm: 1.00 | dt: 245ms | tok/sec: 1,071,290 | mfu: 45.5% | epoch: 1 | remaining: 283s    
step 00081 (5.7%) | loss: 4.126978 | lrm: 1.00 | dt: 246ms | tok/sec: 1,066,770 | mfu: 45.3% | epoch: 1 | remaining: 283s    
step 00082 (5.8%) | loss: 4.103223 | lrm: 1.00 | dt: 245ms | tok/sec: 1,071,065 | mfu: 45.5% | epoch: 1 | remaining: 282s    
step 00083 (5.9%) | loss: 4.085469 | lrm: 1.00 | dt: 245ms | tok/sec: 1,070,860 | mfu: 45.4% | epoch: 1 | remaining: 282s    
step 00084 (6.0%) | loss: 4.070634 | lrm: 1.00 | dt: 246ms | tok/sec: 1,065,949 | mfu: 45.2% | epoch: 1 | remaining: 282s    
step 00085 (6.0%) | loss: 4.055981 | lrm: 1.00 | dt: 244ms | tok/sec: 1,072,992 | mfu: 45.5% | epoch: 1 | remaining: 282s    
step 00086 (6.1%) | loss: 4.041090 | lrm: 1.00 | dt: 245ms | tok/sec: 1,070,380 | mfu: 45.4% | epoch: 1 | remaining: 281s    
step 00087 (6.2%) | loss: 4.025762 | lrm: 1.00 | dt: 247ms | tok/sec: 1,061,706 | mfu: 45.1% | epoch: 1 | remaining: 281s    
step 00088 (6.3%) | loss: 4.005467 | lrm: 1.00 | dt: 245ms | tok/sec: 1,069,343 | mfu: 45.4% | epoch: 1 | remaining: 281s    
step 00089 (6.4%) | loss: 3.992093 | lrm: 1.00 | dt: 243ms | tok/sec: 1,078,438 | mfu: 45.8% | epoch: 1 | remaining: 281s    
step 00090 (6.5%) | loss: 3.976114 | lrm: 1.00 | dt: 246ms | tok/sec: 1,067,223 | mfu: 45.3% | epoch: 1 | remaining: 280s    
step 00091 (6.5%) | loss: 3.965240 | lrm: 1.00 | dt: 245ms | tok/sec: 1,071,252 | mfu: 45.5% | epoch: 1 | remaining: 280s    
step 00092 (6.6%) | loss: 3.946914 | lrm: 1.00 | dt: 249ms | tok/sec: 1,054,692 | mfu: 44.8% | epoch: 1 | remaining: 280s    
step 00093 (6.7%) | loss: 3.934231 | lrm: 1.00 | dt: 245ms | tok/sec: 1,069,488 | mfu: 45.4% | epoch: 1 | remaining: 280s    
step 00094 (6.8%) | loss: 3.917174 | lrm: 1.00 | dt: 244ms | tok/sec: 1,075,146 | mfu: 45.6% | epoch: 1 | remaining: 279s    
step 00095 (6.9%) | loss: 3.893755 | lrm: 1.00 | dt: 244ms | tok/sec: 1,073,119 | mfu: 45.5% | epoch: 1 | remaining: 279s    
step 00096 (6.9%) | loss: 3.878509 | lrm: 1.00 | dt: 244ms | tok/sec: 1,072,400 | mfu: 45.5% | epoch: 1 | remaining: 279s    
step 00097 (7.0%) | loss: 3.872154 | lrm: 1.00 | dt: 246ms | tok/sec: 1,067,540 | mfu: 45.3% | epoch: 1 | remaining: 279s    
step 00098 (7.1%) | loss: 3.863004 | lrm: 1.00 | dt: 245ms | tok/sec: 1,070,068 | mfu: 45.4% | epoch: 1 | remaining: 278s    
step 00099 (7.2%) | loss: 3.850723 | lrm: 1.00 | dt: 245ms | tok/sec: 1,070,278 | mfu: 45.4% | epoch: 1 | remaining: 278s    
step 00100 (7.3%) | loss: 3.839583 | lrm: 1.00 | dt: 245ms | tok/sec: 1,068,790 | mfu: 45.4% | epoch: 1 | remaining: 278s    
step 00101 (7.4%) | loss: 3.826498 | lrm: 1.00 | dt: 246ms | tok/sec: 1,065,264 | mfu: 45.2% | epoch: 1 | remaining: 278s    
step 00102 (7.4%) | loss: 3.813788 | lrm: 1.00 | dt: 243ms | tok/sec: 1,080,334 | mfu: 45.9% | epoch: 1 | remaining: 277s    
step 00103 (7.5%) | loss: 3.804053 | lrm: 1.00 | dt: 244ms | tok/sec: 1,073,961 | mfu: 45.6% | epoch: 1 | remaining: 277s    
step 00104 (7.6%) | loss: 3.792164 | lrm: 1.00 | dt: 247ms | tok/sec: 1,062,194 | mfu: 45.1% | epoch: 1 | remaining: 277s    
step 00105 (7.7%) | loss: 3.779252 | lrm: 1.00 | dt: 243ms | tok/sec: 1,078,919 | mfu: 45.8% | epoch: 1 | remaining: 277s    
step 00106 (7.8%) | loss: 3.769680 | lrm: 1.00 | dt: 245ms | tok/sec: 1,071,581 | mfu: 45.5% | epoch: 1 | remaining: 276s    
step 00107 (7.8%) | loss: 3.764493 | lrm: 1.00 | dt: 242ms | tok/sec: 1,081,905 | mfu: 45.9% | epoch: 1 | remaining: 276s    
step 00108 (7.9%) | loss: 3.761552 | lrm: 1.00 | dt: 245ms | tok/sec: 1,067,953 | mfu: 45.3% | epoch: 1 | remaining: 276s    
step 00109 (8.0%) | loss: 3.756319 | lrm: 1.00 | dt: 244ms | tok/sec: 1,072,767 | mfu: 45.5% | epoch: 1 | remaining: 276s    
step 00110 (8.1%) | loss: 3.752872 | lrm: 1.00 | dt: 247ms | tok/sec: 1,062,300 | mfu: 45.1% | epoch: 1 | remaining: 276s    
step 00111 (8.2%) | loss: 3.744247 | lrm: 1.00 | dt: 244ms | tok/sec: 1,074,299 | mfu: 45.6% | epoch: 1 | remaining: 275s    
step 00112 (8.2%) | loss: 3.734194 | lrm: 1.00 | dt: 247ms | tok/sec: 1,059,715 | mfu: 45.0% | epoch: 1 | remaining: 275s    
step 00113 (8.3%) | loss: 3.731528 | lrm: 1.00 | dt: 246ms | tok/sec: 1,065,991 | mfu: 45.2% | epoch: 1 | remaining: 275s    
step 00114 (8.4%) | loss: 3.723281 | lrm: 1.00 | dt: 244ms | tok/sec: 1,074,849 | mfu: 45.6% | epoch: 1 | remaining: 275s    
step 00115 (8.5%) | loss: 3.715495 | lrm: 1.00 | dt: 244ms | tok/sec: 1,073,622 | mfu: 45.6% | epoch: 1 | remaining: 274s    
step 00116 (8.6%) | loss: 3.706581 | lrm: 1.00 | dt: 245ms | tok/sec: 1,071,000 | mfu: 45.5% | epoch: 1 | remaining: 274s    
step 00117 (8.7%) | loss: 3.697246 | lrm: 1.00 | dt: 244ms | tok/sec: 1,072,625 | mfu: 45.5% | epoch: 1 | remaining: 274s    
step 00118 (8.7%) | loss: 3.693526 | lrm: 1.00 | dt: 246ms | tok/sec: 1,064,976 | mfu: 45.2% | epoch: 1 | remaining: 274s    
step 00119 (8.8%) | loss: 3.690517 | lrm: 1.00 | dt: 245ms | tok/sec: 1,069,980 | mfu: 45.4% | epoch: 1 | remaining: 273s    
step 00120 (8.9%) | loss: 3.681941 | lrm: 1.00 | dt: 247ms | tok/sec: 1,063,441 | mfu: 45.1% | epoch: 1 | remaining: 273s    
step 00121 (9.0%) | loss: 3.676836 | lrm: 1.00 | dt: 246ms | tok/sec: 1,065,800 | mfu: 45.2% | epoch: 1 | remaining: 273s    
step 00122 (9.1%) | loss: 3.670690 | lrm: 1.00 | dt: 242ms | tok/sec: 1,083,742 | mfu: 46.0% | epoch: 1 | remaining: 273s    
step 00123 (9.1%) | loss: 3.662008 | lrm: 1.00 | dt: 245ms | tok/sec: 1,068,523 | mfu: 45.3% | epoch: 1 | remaining: 272s    
step 00124 (9.2%) | loss: 3.659595 | lrm: 1.00 | dt: 247ms | tok/sec: 1,063,057 | mfu: 45.1% | epoch: 1 | remaining: 272s    
step 00125 (9.3%) | loss: 3.655346 | lrm: 1.00 | dt: 246ms | tok/sec: 1,066,469 | mfu: 45.3% | epoch: 1 | remaining: 272s    
step 00126 (9.4%) | loss: 3.648097 | lrm: 1.00 | dt: 244ms | tok/sec: 1,073,980 | mfu: 45.6% | epoch: 1 | remaining: 272s    
step 00127 (9.5%) | loss: 3.644927 | lrm: 1.00 | dt: 246ms | tok/sec: 1,067,396 | mfu: 45.3% | epoch: 1 | remaining: 271s    
step 00128 (9.6%) | loss: 3.636222 | lrm: 1.00 | dt: 245ms | tok/sec: 1,070,470 | mfu: 45.4% | epoch: 1 | remaining: 271s    
step 00129 (9.6%) | loss: 3.630760 | lrm: 1.00 | dt: 246ms | tok/sec: 1,067,518 | mfu: 45.3% | epoch: 1 | remaining: 271s    
step 00130 (9.7%) | loss: 3.623666 | lrm: 1.00 | dt: 243ms | tok/sec: 1,076,890 | mfu: 45.7% | epoch: 1 | remaining: 271s    
step 00131 (9.8%) | loss: 3.613679 | lrm: 1.00 | dt: 244ms | tok/sec: 1,075,460 | mfu: 45.6% | epoch: 1 | remaining: 270s    
step 00132 (9.9%) | loss: 3.612377 | lrm: 1.00 | dt: 246ms | tok/sec: 1,065,364 | mfu: 45.2% | epoch: 1 | remaining: 270s    
step 00133 (10.0%) | loss: 3.609395 | lrm: 1.00 | dt: 244ms | tok/sec: 1,073,605 | mfu: 45.6% | epoch: 1 | remaining: 270s    
step 00134 (10.0%) | loss: 3.607815 | lrm: 1.00 | dt: 245ms | tok/sec: 1,071,689 | mfu: 45.5% | epoch: 1 | remaining: 270s    
step 00135 (10.1%) | loss: 3.604371 | lrm: 1.00 | dt: 242ms | tok/sec: 1,082,637 | mfu: 45.9% | epoch: 1 | remaining: 269s    
step 00136 (10.2%) | loss: 3.600866 | lrm: 1.00 | dt: 246ms | tok/sec: 1,063,913 | mfu: 45.2% | epoch: 1 | remaining: 269s    
step 00137 (10.3%) | loss: 3.597784 | lrm: 1.00 | dt: 244ms | tok/sec: 1,075,475 | mfu: 45.6% | epoch: 1 | remaining: 269s    
step 00138 (10.4%) | loss: 3.594677 | lrm: 1.00 | dt: 244ms | tok/sec: 1,074,987 | mfu: 45.6% | epoch: 1 | remaining: 269s    
step 00139 (10.5%) | loss: 3.592723 | lrm: 1.00 | dt: 245ms | tok/sec: 1,071,833 | mfu: 45.5% | epoch: 1 | remaining: 268s    
step 00140 (10.5%) | loss: 3.586730 | lrm: 1.00 | dt: 244ms | tok/sec: 1,073,136 | mfu: 45.5% | epoch: 1 | remaining: 268s    
step 00141 (10.6%) | loss: 3.581268 | lrm: 1.00 | dt: 244ms | tok/sec: 1,073,557 | mfu: 45.6% | epoch: 1 | remaining: 268s    
step 00142 (10.7%) | loss: 3.574134 | lrm: 1.00 | dt: 242ms | tok/sec: 1,083,468 | mfu: 46.0% | epoch: 1 | remaining: 268s    
step 00143 (10.8%) | loss: 3.576155 | lrm: 1.00 | dt: 244ms | tok/sec: 1,074,074 | mfu: 45.6% | epoch: 1 | remaining: 267s    
step 00144 (10.9%) | loss: 3.565181 | lrm: 1.00 | dt: 245ms | tok/sec: 1,068,618 | mfu: 45.4% | epoch: 1 | remaining: 267s    
step 00145 (10.9%) | loss: 3.559918 | lrm: 1.00 | dt: 247ms | tok/sec: 1,062,150 | mfu: 45.1% | epoch: 1 | remaining: 267s    
step 00146 (11.0%) | loss: 3.560449 | lrm: 1.00 | dt: 245ms | tok/sec: 1,068,089 | mfu: 45.3% | epoch: 1 | remaining: 267s    
step 00147 (11.1%) | loss: 3.550361 | lrm: 1.00 | dt: 244ms | tok/sec: 1,076,201 | mfu: 45.7% | epoch: 1 | remaining: 266s    
step 00148 (11.2%) | loss: 3.549268 | lrm: 1.00 | dt: 245ms | tok/sec: 1,070,324 | mfu: 45.4% | epoch: 1 | remaining: 266s    
step 00149 (11.3%) | loss: 3.542750 | lrm: 1.00 | dt: 246ms | tok/sec: 1,066,969 | mfu: 45.3% | epoch: 1 | remaining: 266s    
step 00150 (11.3%) | loss: 3.539931 | lrm: 1.00 | dt: 245ms | tok/sec: 1,069,879 | mfu: 45.4% | epoch: 1 | remaining: 266s    
step 00151 (11.4%) | loss: 3.539396 | lrm: 1.00 | dt: 245ms | tok/sec: 1,071,467 | mfu: 45.5% | epoch: 1 | remaining: 265s    
