commit	val_bpb	memory_gb	status	description
78d5591	0.976063	30.5	discard	FINAL_LR_FRAC 0.0 -> 0.05
0ce1449	0.976257	30.5	discard	MATRIX_LR 0.03 -> 0.028
7fd3d37	0.980349	36.3	discard	ASPECT_RATIO 64 -> 72 at depth 9
89a6e90	0.976090	30.5	discard	Adam beta1 0.8 -> 0.7
0fa4c90	0.976114	30.5	discard	EMBEDDING_LR 0.75 -> 0.7
dc05eec	0.975766	30.5	discard	EMBEDDING_LR 0.75 -> 0.8
51779b6	0.976073	30.5	discard	UNEMBEDDING_LR 0.006 -> 0.007
b8867b1	0.979723	30.5	discard	lm_head init std 0.001 -> 0.01
56b5ca2	0.977029	30.5	discard	wte init std 1.0 -> 0.5
fe4de49	0.975315	30.5	keep	MATRIX_LR 0.03 -> 0.032
110df45	0.976113	30.5	discard	MATRIX_LR 0.032 -> 0.034
5471159	0.981234	30.5	discard	SCALAR_LR 0.25 -> 0.35
c4ef869	0.979093	30.5	discard	SCALAR_LR 0.25 -> 0.15
a650ef1	0.977698	33.5	discard	DEPTH 9->10 + MATRIX_LR 0.032->0.025
9cfb883	0.975376	30.5	discard	WEIGHT_DECAY 0.2 -> 0.15
6a188be	0.975118	30.5	keep	Adam beta2 0.90 -> 0.92
043c226	0.975042	30.5	keep	Adam beta2 0.92 -> 0.94
46a5747	0.975626	30.5	discard	Adam beta2 0.94 -> 0.96
a6307f8	0.976203	30.5	discard	MATRIX_LR 0.032 -> 0.034 at beta2=0.94
04f6e29	0.975649	30.5	discard	MATRIX_LR 0.032 -> 0.030
e78a041	0.975493	30.5	discard	WARMDOWN 1.0 -> 0.85
2ac5a98	0.975940	30.5	discard	ve_gate_channels 32 -> 64
86d7fff	0.975051	30.5	keep	ve_gate_channels 32 -> 16 (simpler)
dd7f27d	0.975319	30.5	discard	ve_gate_channels 16 -> 8
38a7ae4	0.975944	30.5	discard	WEIGHT_DECAY 0.2 -> 0.25
993fc36	0.975390	30.5	discard	MATRIX_LR 0.032 -> 0.033
0aefb4a	0.975882	30.5	discard	Adam beta1 0.8 -> 0.85
11e584b	0.976982	30.5	discard	EMBEDDING_LR 0.75 -> 1.0
8a07556	0.984457	24.7	discard	ASPECT_RATIO 64 -> 56 (dim 640->512)
ef2debf	0.976697	30.5	discard	softcap 15 -> 20
be0461a	0.979954	30.5	discard	lr sqrt-decay instead of linear
8b2a9f3	0.983393	30.5	discard	lr quadratic-decay
37eb778	0.980446	30.5	discard	WARMUP_RATIO 0.0 -> 0.01
5788680	0.974913	30.5	keep	EMBEDDING_LR 0.75 -> 0.65
933bc22	0.976098	30.5	discard	EMBEDDING_LR 0.65 -> 0.55
b29b85d	0.975626	30.5	discard	MATRIX_LR 0.032 -> 0.034 (at embed 0.65)
7b10e7f	0.976020	30.5	discard	EMBEDDING_LR 0.65 -> 0.6
9fc0bd9	0.975136	30.5	discard	EMBEDDING_LR 0.65 -> 0.7
cfd4cc3	0.975382	30.5	discard	Adam beta2 0.94 -> 0.93
ab9e38c	0.975480	30.5	discard	UNEMBEDDING_LR 0.006 -> 0.0055
f92a6e4	0.974940	30.5	discard	MATRIX_LR 0.032 -> 0.031
85ddf4c	0.984097	29.5	discard	disable value embeddings
d33855a	0.975255	30.5	discard	WARMDOWN 1.0 -> 0.95 (at embed 0.65)
45c5233	0.977455	33.5	discard	DEPTH 9 -> 10 (revisit)
1aaa388	0.975280	30.5	discard	MATRIX_LR 0.032 -> 0.0325
918dad8	0.974760	30.5	keep	WEIGHT_DECAY 0.2 -> 0.18
c9e0a66	0.975122	30.5	discard	WEIGHT_DECAY 0.18 -> 0.15
f2941e1	0.975070	30.5	discard	EMBEDDING_LR 0.65 -> 0.7 (at WD 0.18)
2bf100b	0.974964	30.5	discard	Adam beta1 0.8 -> 0.75
ade1147	0.974902	30.5	discard	MATRIX_LR 0.032 -> 0.033 (at WD 0.18)
009b6f7	0.974893	30.5	discard	Adam beta2 0.94 -> 0.945
