commit	val_bpb	memory_gb	status	description
21d4cf9	0.991541	17.4	discard	device batch 32
5f9ad46	0.982385	33.5	keep	muon momentum 0.92
32362df	0.981785	33.5	keep	muon momentum 0.91
277f800	0.985089	39.7	discard	depth 12, aspect ratio 48
96608df	0.982667	33.5	discard	softcap 12
4742179	0.982179	33.5	keep	adam betas (0.82, 0.95)
9da0afb	0.982571	33.5	discard	adam betas (0.83, 0.95)
c85a3f6	0.982257	33.5	discard	adam betas (0.81, 0.95)
919e169	0.981951	33.5	keep	warmdown ratio 0.6
a0bb733	0.981746	33.5	keep	warmdown ratio 0.7
b0def24	0.981075	33.5	discard	warmdown ratio 0.8
81efd9a	0.981113	33.5	keep	warmdown ratio 0.75
7656f37	0.980594	33.5	keep	final lr frac 0.05
59042d7	0.981747	33.5	discard	final lr frac 0.08
06f14c4	0.98216	33.5	discard	warmup ratio 0.08
d033871	0.981079	33.5	discard	scalar lr 0.25
d93ba3b	0.981037	33.5	keep	final lr frac 0.02
e8ed025	0.980765	33.5	discard	final lr frac 0.01
15b002d	0.981108	33.5	discard	x0_lambdas init 0.2
14ee6b6	0.984701	32.1	discard	remove x0 skip connection
71e7485	0.980282	33.5	keep	x0_lambdas init 0.05
7def7ab	0.981684	33.5	discard	x0_lambdas init 0.02
8532ddf	0.980514	33.5	keep	x0_lambdas init 0.08
a597298	0.979962	33.5	discard	x0_lambdas init 0.09
a53a556	0.980975	33.5	discard	x0_lambdas init 0.07
5ca83df	0.981	33.5	discard	adam betas (0.82, 0.96)
4cf20d5	0.980994	33.5	discard	window pattern SSSSL
c241606	0.979934	33.5	keep	final lr frac 0.03
ea07746	0.980794	33.5	discard	scalar lr 0.6
0915cbc	0.980848	33.5	discard	scalar lr 0.4
a8f6e17	0.981319	33.5	discard	weight decay 0.05
9558dab	0.981301	33.5	discard	weight decay 0.15
111a2a4	0.990604	33.5	discard	resid lambdas init 0.5
4ec1cea	0.981017	33.5	discard	rope base 500k
b8e2c4f	0.990156	33.5	discard	rope base 500
e65fbc5	0.979804	33.5	keep	rope base 50000
c4f83a7	0.980236	33.5	discard	rope base 100k
6dd2d2b	0.980903	33.5	discard	rope base 25k
5a93c0c	0.980599	33.5	discard	softcap 18
d7727ee	0.980293	33.5	discard	softcap 14
b5b57ff	0.980271	33.5	keep	x0_lambdas init 0.085
0b5414b	0.980479	33.5	discard	adam betas (0.82, 0.94)
7a3dbca	0.980201	33.5	discard	weight decay 0.12
1f957eb	0.980584	33.5	discard	matrix lr 0.035
53e3d90	0.980063	33.5	discard	matrix lr 0.045
7c3239c	0.979633	33.5	keep	embedding lr 1.1
0841177	0.980117	33.5	keep	embedding lr 1.05
3b79c75	0.979389	33.5	keep	embedding lr 1.0
0e6983e	0.979669	33.5	keep	embedding lr 0.95
80b01e1	0.980036	33.5	discard	embedding lr 0.9
0815a56	0.979483	33.5	discard	unembedding lr 0.005
7f5579d	0.98028	33.5	discard	unembedding lr 0.007
1e1d6a0	0.979987	33.5	discard	scalar_lr mult 0.02
c72e03b	0.988368	28.9	discard	MQA (n_kv_head=1)
17ee2fd	0.979862	33.5	discard	embedding lr 0.85
987e4af	0.97934	33.5	keep	embedding lr 0.98
3163524	0.979573	33.5	discard	embedding lr 0.99
dad9c5a	0.980158	33.5	discard	embedding lr 0.97
