commit	val_bpb	memory_gb	status	description
82db577	0.981087	65.6	KEEP	MATRIX_LR 0.06 -> 0.05 at TBS=2**18
a00fe10	0.982859	65.6	DISCARD	constant muon momentum 0.85
c046d3f	0.981412	65.6	DISCARD	muon momentum final 0.9 -> 0.88
3b96a6d	0.979902	65.6	DISCARD	muon beta2 0.8 -> 0.7 (tied)
8d1038f	0.982367	65.6	DISCARD	muon momentum 0.85->0.9 -> 0.8->0.9
cd1cbd8	0.981721	65.6	DISCARD	ADAM_BETAS beta2 0.95 -> 0.99
e5c1181	0.980932	65.6	KEEP	muon momentum final 0.9 -> 0.92
ecde254	0.980848	65.6	DISCARD	muon momentum final 0.92 -> 0.94
9302fb3	0.98096	65.6	DISCARD	muon momentum 0.85->0.92 -> 0.9->0.92
873e0e7	0.981058	65.6	DISCARD	MATRIX_LR 0.05 -> 0.055
0c4ccd0	0.980828	65.6	KEEP	WEIGHT_DECAY 0.2 -> 0.15
ae6ac80	0.980495	65.6	DISCARD	WEIGHT_DECAY 0.15 -> 0.1
f7e9f3a	0.979837	65.6	DISCARD	WARMDOWN_RATIO 0.7 -> 0.65 (tied)
18eb443	0.983672	65.6	DISCARD	FA3 attention softcap=15
2e2b997	0.980489	65.6	KEEP	x0_lambdas init 0.1 -> 0.0
4318a0c	0.980595	65.6	DISCARD	resid_lambdas init 1.0 -> 0.9 (tied)
bf28142	0.983827	65.6	DISCARD	remove cautious mask in Muon WD
63eae9b	0.98084	63.0	DISCARD	drop resid_lambdas multiply (mattered, revert)
53bf085	0.981245	65.6	DISCARD	SCALAR_LR 0.5 -> 0.25
dde5d6c	0.98333	65.6	DISCARD	SCALAR_LR 0.5 -> 1.0
5c83fca	0.985356	65.6	DISCARD	WARMUP_RATIO 0 -> 0.02
66c12c1	0.987526	65.5	DISCARD	HEAD_DIM 128 -> 256
bfa667b	0.980944	65.6	DISCARD	add grad clip 1.0
83ee5b1	0.980611	65.6	DISCARD	VE init halved (tied)
41bd999	0.984491	65.6	DISCARD	UNEMBEDDING_LR 0.004 -> 0.01
3f67437	0.984062	65.6	DISCARD	UNEMBEDDING_LR 0.004 -> 0.002
659c5e0	0.982586	65.6	DISCARD	MATRIX_LR 0.05 -> 0.04 with x0=0
ae406c1	0.979888	65.6	DISCARD	muon momentum warmup 300 -> 100
5a17eba	0.980471	65.6	DISCARD	lm_head weight_decay 0 -> 0.01
65c7bf8	1.033289	33.6	DISCARD	DEVICE_BATCH_SIZE 128 -> 64 (worse for unclear reason)
6e1bf49	0.986526	65.6	DISCARD	HEAD_DIM 128 -> 96
ff51b62	0.982724	65.6	DISCARD	WARMDOWN_RATIO 0.7 -> 0.5
c6c763c	0.980317	65.6	DISCARD	WARMDOWN_RATIO 0.7 -> 0.8
650fb6d	0.98051	65.6	DISCARD	MATRIX_LR 0.05 -> 0.045 (revisit)
0fc9df8	0.979739	65.6	DISCARD	softcap 12 -> 11
5c7dc79	0.983157	63.9	DISCARD	VE on later half (94M, less capacity)
e074d7b	0.981393	65.6	DISCARD	ADAM_BETAS beta1 0.8 -> 0.85
c165278	0.981552	65.6	DISCARD	ADAM_BETAS beta1 0.8 -> 0.7
dc5e0c1	0.985387	65.5	DISCARD	HEAD_DIM 128 -> 192
4f14f1a	0.982771	65.6	DISCARD	VE gate scale 2 -> 4
f02aca4	0.980827	65.6	DISCARD	VE gate scale 2 -> 1
a678092	0.981135	65.6	DISCARD	MATRIX_LR 0.05 -> 0.06 (re-revisit)
5db5cdf	0.980132	65.6	DISCARD	muon momentum 0.85->0.92 -> 0.88->0.92
b2d3f52	0.986828	68.0	DISCARD	DEPTH 10, dim 640 (112M, worse)
b48ee61	0.979856	65.6	DISCARD	EMBEDDING_LR 0.6 -> 0.5
af18d58	0.981075	65.6	DISCARD	rotary base 10000 -> 5000
208dd56	0.980835	65.6	DISCARD	SCALAR_LR 0.5 -> 0.75
2cdc3cc	0.983622	65.6	DISCARD	VE gate sigmoid -> tanh
0e64f7c	0.979605	65.6	DISCARD	muon momentum warmup 300 -> 200 steps (tied)
5adca18	0.980895	65.6	DISCARD	short_window seq/2 -> seq/4 (within noise)
9d43275	0.979466	65.6	DISCARD	torch.compile fullgraph=True (tied)
61ec999	0.979308	65.6	DISCARD	muon momentum final 0.92 -> 0.93 (tied)
4290b7a	0.0	0.0	CRASH	torch.compile reduce-overhead (silent exit)
