commit	val_bpb	memory_gb	status	description
ff87574	0.978448	33.5	keep	embedding lr 1.05
2f68e23	0.978575	33.5	keep	embedding lr 1.0
401900a	0.978252	33.5	keep	embedding lr 0.95
0fc1b05	0.978884	33.5	discard	embedding lr 0.9
ce4d533	0.978864	33.5	discard	unembedding lr 0.005
ebf45cb	0.978687	33.5	discard	unembedding lr 0.007
a603676	0.978957	33.5	discard	scalar_lr mult 0.02
499e794	0.987357	28.9	discard	MQA (n_kv_head=1)
9149c37	0.978399	33.5	discard	embedding lr 0.85
b8a3553	0.978568	33.5	keep	embedding lr 0.98
061b8ca	0.978578	33.5	discard	embedding lr 0.99
37b3d59	0.978744	33.5	discard	embedding lr 0.97
