commit	val_bpb	memory_gb	status	description
e837ff4	0.984204	60.2	KEEP	matrix lr 0.04 d9
eaa51c4	0.983748	60.2	DISCARD	matrix lr 0.05 d9
072ba66	0.982402	60.2	DISCARD	matrix lr 0.045 d9
427ef00	0.981853	60.2	DISCARD	unembed lr 0.005 d9
a2be8af	0.983793	60.2	DISCARD	unembed lr 0.007 d9
353b86a	0.982102	60.2	DISCARD	embed lr 1.0 d9
38d8852	0.981872	60.2	DISCARD	embed lr 1.4 d9
a05efed	0.983544	60.2	DISCARD	window SSL d9
4bdb92f	0.983502	30.5	DISCARD	batch 2^17 dbs 64 d9
a45c93b	0.986947	43.8	DISCARD	d11 batch 2^17 dbs 64
ebe7d1e	0.983781	60.2	DISCARD	wd 0.1 d9
2256fcd	0.983293	60.2	DISCARD	wd 0.3 d9
bd0aa06	0.982925	60.2	DISCARD	scalar lr 0.25 d9
d93d2b2	0.984054	54.5	DISCARD	MLP 3x d9
0e10340	0.982897	60.2	DISCARD	beta1 0.85 d9
aab4a58	0.983654	60.2	DISCARD	beta2 0.99 d9
219cb84	0.983502	60.2	KEEP	rotary base 50000 d9
2f3205e	0.983482	60.2	KEEP	rotary base 100000 d9
9087eae	0.98105	60.2	DISCARD	rotary base 500000 d9
b5da637	0.980893	60.2	DISCARD	rotary base 200000 d9
7f1beaf	0.983634	66.2	DISCARD	d10 retry
eb96824	0.986013	43.9	DISCARD	d8 retry
2ddcd82	0.98096	60.2	DISCARD	warmdown 0.5 retest
81e2b8d	0.982596	60.2	KEEP	warmdown 0.6 retest
68d58b0	0.980873	60.2	DISCARD	warmdown 0.65 d9
88e382e	0.980438	60.2	DISCARD	warmdown 0.7 d9
b21aa81	0.981828	60.2	DISCARD	window SSSSSL d9
98f52bc	0.987704	60.2	DISCARD	remove softcap d9
d6c295d	0.982693	60.2	DISCARD	matrix lr 0.045 retest
6565fec	0.98298	61.6	DISCARD	VE every layer
6bffe84	0.98959	58.8	DISCARD	VE only last layer
84f3239	0.98414	60.2	DISCARD	fixed muon momentum 0.95
7a291e1	0.996372	60.2	DISCARD	muon momentum final 0.99
8b14606	0.982174	60.2	KEEP	embed lr 1.3 d9
7a2b9d1	0.98211	60.2	KEEP	embed lr 1.35 d9
21832ea	0.980438	60.2	DISCARD	embed lr 1.5 d9
a28185b	0.980095	60.2	DISCARD	warmup 0.02 d9
1b2708c	0.980156	60.2	DISCARD	matrix lr 0.035 retest
c69c0a8	1.025855	30.7	DISCARD	dbs 64 grad accum 2 d9
eb95478	0.981388	60.2	DISCARD	softcap 18
d22edc9	0.982215	60.2	DISCARD	window SSLLL d9
5e53d22	0.980865	60.2	DISCARD	x0_lambda 0.2
d340602	0.981754	60.2	DISCARD	x0_lambda 0.0
1a198ae	0.98354	59.9	DISCARD	VE offset pattern
715df27	0.981671	60.2	KEEP	beta1 0.7 d9
5087fff	0.980406	60.2	DISCARD	beta1 0.6 d9
53123e7	0.98163	60.2	KEEP	beta1 0.75 d9
5390fb9	0.98161	60.2	KEEP	beta1 0.72 d9
20e51fd	0.98048	60.2	DISCARD	beta1 0.73 d9
b46c368	0.979948	60.2	DISCARD	embed lr 1.5 retest
23eb1bb	0.982198	60.2	DISCARD	matrix lr 0.05 retest
7797bc1	0.980512	60.2	DISCARD	warmdown 0.55 β1=0.72
b061981	0.981288	60.2	DISCARD	rotary 150000 d9
db720ca	0.98006	60.2	DISCARD	embed 1.45 d9
5237b88	0.979911	60.2	DISCARD	embed 1.4 retest β1=0.72
cc68bb7	0.97996	60.2	DISCARD	beta2 0.92 d9
5b59f85	0.979692	60.2	DISCARD	beta2 0.97 d9
a061cef	0.984707	65.9	DISCARD	MLP 5x d9
5e622c7	0.98066	60.2	DISCARD	embed 1.3 retest β1=0.72
b84f4a1	0.980863	60.2	DISCARD	matrix lr 0.038 d9
57fa354	0.9795	60.2	DISCARD	matrix lr 0.042 d9
93276e6	0.979098	60.2	DISCARD	warmdown 0.58 d9
6bce6e4	0.979873	60.2	DISCARD	warmdown 0.62 d9
ce282aa	0.99779	60.2	DISCARD	gelu d9
15f743b	0.980439	60.2	DISCARD	rotary 70000 d9
e5c70d6	0.98402	60.2	DISCARD	scalar lr 0.3 d9
07ddc71	0.982884	60.2	DISCARD	scalar lr 0.7 d9
19904ce	0.982033	60.2	DISCARD	wd 0.05 d9
7b2d784	0.98113	60.2	DISCARD	wd 0.25 d9
0b62be0	0.98038	60.2	DISCARD	softcap 12 d9
3a4c0d2	0.983527	66.2	DISCARD	d10 β1=0.72
dc0c056	0.981707	60.2	DISCARD	rotary 120000 d9
6ffd059	0.982334	60.2	DISCARD	Muon ns_steps 4
f1e20f9	0.983956	60.2	DISCARD	wd constant (no schedule)
f91eaf6	0.979436	56.7	KEEP	d7 AR96
1576b15	0.981071	63.9	DISCARD	d8 AR96
6ec753a	0.981475	49.1	DISCARD	d6 AR128
7993abc	0.979142	56.7	KEEP	d7 AR96 embed 1.5
d7d286d	0.979885	56.7	DISCARD	d7 AR96 embed 1.7
3c37fc1	0.979079	56.7	KEEP	d7 AR96 embed 1.6
add210d	0.979059	56.7	KEEP	d7 AR96 embed 1.65
57a7c0d	0.978934	56.7	KEEP	d7 AR96 embed 1.75
21282df	0.979296	56.7	DISCARD	d7 AR96 embed 2.0
991a33b	0.978891	56.7	KEEP	d7 AR96 embed 1.85
0b32c06	0.978748	56.7	DISCARD	d7 AR96 embed 1.95
a9222b2	0.979834	56.7	DISCARD	d7 AR96 matrix 0.05
93dd670	0.978804	56.7	KEEP	d7 AR96 matrix 0.045
d506bdb	0.979301	56.7	DISCARD	d7 AR96 matrix 0.048
22dec82	0.99247	65.6	DISCARD	d7 AR128
2e0569b	0.98499	41.5	DISCARD	d6 AR96
22671e5	0.979161	56.7	DISCARD	d7 AR96 warmdown 0.55
6270b59	0.979651	56.7	DISCARD	d7 AR96 β1=0.7
ef49b1a	0.979054	56.7	DISCARD	d7 AR96 β1=0.74
4200e0a	0.980019	56.7	DISCARD	d7 AR96 window SSSL
f8eafa9	0.978081	56.7	DISCARD	d7 AR96 matrix 0.044
ffa0644	0.979406	56.7	DISCARD	d7 AR96 matrix 0.046
426d206	0.979343	56.7	DISCARD	d7 AR96 rotary 80000
07d5efc	0.98018	56.7	DISCARD	d7 AR96 rotary 130000
9dd3230	0.978542	56.7	DISCARD	d7 AR96 warmdown 0.65
915ebaf	0.978559	56.7	DISCARD	d7 AR96 unembed 0.005
eef2153	0.978781	56.7	KEEP	d7 AR96 unembed 0.007
263c093	0.978294	56.7	DISCARD	d7 AR96 unembed 0.009
26de008	0.97854	56.7	DISCARD	d7 AR96 unembed 0.008
fb76133	0.978403	56.7	KEEP	d7 AR96 wd 0.15
2218334	0.978795	56.7	DISCARD	d7 AR96 wd 0.1
c0d11c8	0.979444	56.7	DISCARD	d7 AR96 wd 0.05
45c4841	0.97826	56.7	KEEP	d7 AR96 embed 1.7 wd 0.15
af64f23	0.979226	56.7	DISCARD	d7 AR96 embed 1.6 wd 0.15
a92128c	0.978412	56.7	DISCARD	d7 AR96 embed 1.8 wd 0.15
d4dce3e	0.978785	56.7	DISCARD	d7 AR96 matrix 0.05 wd 0.15
b4c957d	0.978237	56.7	KEEP	d7 AR96 matrix 0.04 wd 0.15
5c91db6	0.97899	56.7	DISCARD	d7 AR96 matrix 0.035 wd 0.15
05010f9	0.978972	56.7	DISCARD	d7 AR96 embed 1.65 m0.04 wd0.15
67c4e1c	0.978383	56.7	DISCARD	d7 AR96 embed 1.75 wd 0.15
df4a8fc	0.978476	56.7	DISCARD	d7 AR96 β1=0.7 wd 0.15
