Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 15,728,640
  lm_head                 : 5,242,880
  transformer_matrices    : 24,576,480
  scalars                 : 12
  total                   : 50,790,892
Estimated FLOPs per token: 2.261021e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011339 | lrm: 1.00 | dt: 18795ms | tok/sec: 13,947 | mfu: 0.3% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.843610 | lrm: 1.00 | dt: 145ms | tok/sec: 1,810,366 | mfu: 41.4% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.439673 | lrm: 1.00 | dt: 147ms | tok/sec: 1,778,045 | mfu: 40.6% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.958432 | lrm: 1.00 | dt: 147ms | tok/sec: 1,789,188 | mfu: 40.9% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.565735 | lrm: 1.00 | dt: 148ms | tok/sec: 1,770,504 | mfu: 40.5% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.235983 | lrm: 1.00 | dt: 148ms | tok/sec: 1,767,053 | mfu: 40.4% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.987499 | lrm: 1.00 | dt: 151ms | tok/sec: 1,734,278 | mfu: 39.6% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.787387 | lrm: 1.00 | dt: 163ms | tok/sec: 1,604,182 | mfu: 36.7% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.612322 | lrm: 1.00 | dt: 151ms | tok/sec: 1,739,034 | mfu: 39.7% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.468825 | lrm: 1.00 | dt: 148ms | tok/sec: 1,766,908 | mfu: 40.4% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.349857 | lrm: 1.00 | dt: 149ms | tok/sec: 1,764,435 | mfu: 40.3% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.244634 | lrm: 1.00 | dt: 148ms | tok/sec: 1,771,779 | mfu: 40.5% | epoch: 1 | remaining: 300s    
step 00012 (0.0%) | loss: 6.146833 | lrm: 1.00 | dt: 150ms | tok/sec: 1,749,394 | mfu: 40.0% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.071536 | lrm: 1.00 | dt: 161ms | tok/sec: 1,631,344 | mfu: 37.3% | epoch: 1 | remaining: 300s    
step 00031 (1.0%) | loss: 5.402007 | lrm: 1.00 | dt: 149ms | tok/sec: 1,759,182 | mfu: 40.2% | epoch: 1 | remaining: 297s    
step 00032 (1.1%) | loss: 5.379400 | lrm: 1.00 | dt: 151ms | tok/sec: 1,738,273 | mfu: 39.7% | epoch: 1 | remaining: 297s    
step 00033 (1.1%) | loss: 5.360124 | lrm: 1.00 | dt: 155ms | tok/sec: 1,694,580 | mfu: 38.7% | epoch: 1 | remaining: 297s    
step 00034 (1.2%) | loss: 5.336637 | lrm: 1.00 | dt: 153ms | tok/sec: 1,708,448 | mfu: 39.0% | epoch: 1 | remaining: 296s    
step 00035 (1.2%) | loss: 5.312069 | lrm: 1.00 | dt: 152ms | tok/sec: 1,729,248 | mfu: 39.5% | epoch: 1 | remaining: 296s    
step 00036 (1.3%) | loss: 5.288707 | lrm: 1.00 | dt: 150ms | tok/sec: 1,744,835 | mfu: 39.9% | epoch: 1 | remaining: 296s    
step 00037 (1.3%) | loss: 5.267538 | lrm: 1.00 | dt: 150ms | tok/sec: 1,746,007 | mfu: 39.9% | epoch: 1 | remaining: 296s    
step 00038 (1.4%) | loss: 5.244057 | lrm: 1.00 | dt: 151ms | tok/sec: 1,733,458 | mfu: 39.6% | epoch: 1 | remaining: 296s    
step 00039 (1.4%) | loss: 5.222411 | lrm: 1.00 | dt: 151ms | tok/sec: 1,741,268 | mfu: 39.8% | epoch: 1 | remaining: 296s    
step 00040 (1.5%) | loss: 5.203633 | lrm: 1.00 | dt: 154ms | tok/sec: 1,702,054 | mfu: 38.9% | epoch: 1 | remaining: 295s    
step 00041 (1.5%) | loss: 5.180699 | lrm: 1.00 | dt: 152ms | tok/sec: 1,722,551 | mfu: 39.4% | epoch: 1 | remaining: 295s    
step 00042 (1.6%) | loss: 5.161535 | lrm: 1.00 | dt: 152ms | tok/sec: 1,729,517 | mfu: 39.5% | epoch: 1 | remaining: 295s    
step 00043 (1.6%) | loss: 5.136185 | lrm: 1.00 | dt: 151ms | tok/sec: 1,741,243 | mfu: 39.8% | epoch: 1 | remaining: 295s    
step 00044 (1.7%) | loss: 5.114340 | lrm: 1.00 | dt: 150ms | tok/sec: 1,743,775 | mfu: 39.8% | epoch: 1 | remaining: 295s    
step 00045 (1.7%) | loss: 5.096063 | lrm: 1.00 | dt: 152ms | tok/sec: 1,721,596 | mfu: 39.3% | epoch: 1 | remaining: 295s    
step 00046 (1.8%) | loss: 5.074172 | lrm: 1.00 | dt: 153ms | tok/sec: 1,715,044 | mfu: 39.2% | epoch: 1 | remaining: 295s    
step 00047 (1.8%) | loss: 5.048471 | lrm: 1.00 | dt: 153ms | tok/sec: 1,716,640 | mfu: 39.2% | epoch: 1 | remaining: 294s    
step 00048 (1.9%) | loss: 5.023480 | lrm: 1.00 | dt: 152ms | tok/sec: 1,725,186 | mfu: 39.4% | epoch: 1 | remaining: 294s    
step 00049 (1.9%) | loss: 4.998725 | lrm: 1.00 | dt: 149ms | tok/sec: 1,755,813 | mfu: 40.1% | epoch: 1 | remaining: 294s    
step 00050 (2.0%) | loss: 4.976144 | lrm: 1.00 | dt: 152ms | tok/sec: 1,726,641 | mfu: 39.5% | epoch: 1 | remaining: 294s    
step 00051 (2.0%) | loss: 4.951875 | lrm: 1.00 | dt: 150ms | tok/sec: 1,744,495 | mfu: 39.9% | epoch: 1 | remaining: 294s    
step 00052 (2.1%) | loss: 4.929746 | lrm: 1.00 | dt: 153ms | tok/sec: 1,718,435 | mfu: 39.3% | epoch: 1 | remaining: 294s    
step 00053 (2.1%) | loss: 4.909138 | lrm: 1.00 | dt: 153ms | tok/sec: 1,711,459 | mfu: 39.1% | epoch: 1 | remaining: 293s    
step 00054 (2.2%) | loss: 4.883379 | lrm: 1.00 | dt: 152ms | tok/sec: 1,728,001 | mfu: 39.5% | epoch: 1 | remaining: 293s    
step 00055 (2.2%) | loss: 4.865064 | lrm: 1.00 | dt: 151ms | tok/sec: 1,736,263 | mfu: 39.7% | epoch: 1 | remaining: 293s    
step 00056 (2.3%) | loss: 4.845940 | lrm: 1.00 | dt: 152ms | tok/sec: 1,730,026 | mfu: 39.5% | epoch: 1 | remaining: 293s    
step 00057 (2.3%) | loss: 4.826825 | lrm: 1.00 | dt: 151ms | tok/sec: 1,732,264 | mfu: 39.6% | epoch: 1 | remaining: 293s    
step 00058 (2.4%) | loss: 4.804194 | lrm: 1.00 | dt: 152ms | tok/sec: 1,722,365 | mfu: 39.4% | epoch: 1 | remaining: 293s    
step 00059 (2.4%) | loss: 4.784179 | lrm: 1.00 | dt: 152ms | tok/sec: 1,723,094 | mfu: 39.4% | epoch: 1 | remaining: 293s    
step 00060 (2.5%) | loss: 4.764563 | lrm: 1.00 | dt: 153ms | tok/sec: 1,714,525 | mfu: 39.2% | epoch: 1 | remaining: 292s    
step 00061 (2.5%) | loss: 4.740964 | lrm: 1.00 | dt: 151ms | tok/sec: 1,731,781 | mfu: 39.6% | epoch: 1 | remaining: 292s    
step 00062 (2.6%) | loss: 4.719971 | lrm: 1.00 | dt: 151ms | tok/sec: 1,732,674 | mfu: 39.6% | epoch: 1 | remaining: 292s    
step 00063 (2.6%) | loss: 4.701773 | lrm: 1.00 | dt: 151ms | tok/sec: 1,730,402 | mfu: 39.5% | epoch: 1 | remaining: 292s    
step 00064 (2.7%) | loss: 4.676677 | lrm: 1.00 | dt: 151ms | tok/sec: 1,735,433 | mfu: 39.7% | epoch: 1 | remaining: 292s    
step 00065 (2.7%) | loss: 4.652575 | lrm: 1.00 | dt: 153ms | tok/sec: 1,715,582 | mfu: 39.2% | epoch: 1 | remaining: 292s    
step 00066 (2.8%) | loss: 4.632949 | lrm: 1.00 | dt: 151ms | tok/sec: 1,731,784 | mfu: 39.6% | epoch: 1 | remaining: 292s    
step 00067 (2.8%) | loss: 4.618798 | lrm: 1.00 | dt: 154ms | tok/sec: 1,706,412 | mfu: 39.0% | epoch: 1 | remaining: 291s    
step 00068 (2.9%) | loss: 4.597312 | lrm: 1.00 | dt: 150ms | tok/sec: 1,742,294 | mfu: 39.8% | epoch: 1 | remaining: 291s    
step 00069 (2.9%) | loss: 4.575514 | lrm: 1.00 | dt: 151ms | tok/sec: 1,738,512 | mfu: 39.7% | epoch: 1 | remaining: 291s    
step 00070 (3.0%) | loss: 4.551626 | lrm: 1.00 | dt: 151ms | tok/sec: 1,733,100 | mfu: 39.6% | epoch: 1 | remaining: 291s    
step 00071 (3.0%) | loss: 4.532462 | lrm: 1.00 | dt: 153ms | tok/sec: 1,718,314 | mfu: 39.3% | epoch: 1 | remaining: 291s    
step 00072 (3.1%) | loss: 4.512047 | lrm: 1.00 | dt: 152ms | tok/sec: 1,724,480 | mfu: 39.4% | epoch: 1 | remaining: 291s    
step 00073 (3.1%) | loss: 4.489766 | lrm: 1.00 | dt: 152ms | tok/sec: 1,719,504 | mfu: 39.3% | epoch: 1 | remaining: 290s    
step 00074 (3.2%) | loss: 4.469578 | lrm: 1.00 | dt: 153ms | tok/sec: 1,716,975 | mfu: 39.2% | epoch: 1 | remaining: 290s    
step 00075 (3.2%) | loss: 4.448725 | lrm: 1.00 | dt: 151ms | tok/sec: 1,741,196 | mfu: 39.8% | epoch: 1 | remaining: 290s    
step 00076 (3.3%) | loss: 4.430278 | lrm: 1.00 | dt: 150ms | tok/sec: 1,742,783 | mfu: 39.8% | epoch: 1 | remaining: 290s    
step 00077 (3.3%) | loss: 4.412893 | lrm: 1.00 | dt: 149ms | tok/sec: 1,756,329 | mfu: 40.1% | epoch: 1 | remaining: 290s    
step 00078 (3.4%) | loss: 4.397331 | lrm: 1.00 | dt: 152ms | tok/sec: 1,719,865 | mfu: 39.3% | epoch: 1 | remaining: 290s    
step 00079 (3.4%) | loss: 4.381304 | lrm: 1.00 | dt: 152ms | tok/sec: 1,727,048 | mfu: 39.5% | epoch: 1 | remaining: 290s    
step 00080 (3.5%) | loss: 4.357409 | lrm: 1.00 | dt: 152ms | tok/sec: 1,725,243 | mfu: 39.4% | epoch: 1 | remaining: 289s    
step 00081 (3.5%) | loss: 4.339952 | lrm: 1.00 | dt: 151ms | tok/sec: 1,736,348 | mfu: 39.7% | epoch: 1 | remaining: 289s    
step 00082 (3.6%) | loss: 4.314866 | lrm: 1.00 | dt: 150ms | tok/sec: 1,742,954 | mfu: 39.8% | epoch: 1 | remaining: 289s    
step 00083 (3.6%) | loss: 4.297327 | lrm: 1.00 | dt: 151ms | tok/sec: 1,733,343 | mfu: 39.6% | epoch: 1 | remaining: 289s    
step 00084 (3.7%) | loss: 4.274465 | lrm: 1.00 | dt: 152ms | tok/sec: 1,726,335 | mfu: 39.4% | epoch: 1 | remaining: 289s    
step 00085 (3.7%) | loss: 4.258597 | lrm: 1.00 | dt: 151ms | tok/sec: 1,733,149 | mfu: 39.6% | epoch: 1 | remaining: 289s    
step 00086 (3.8%) | loss: 4.243513 | lrm: 1.00 | dt: 158ms | tok/sec: 1,662,036 | mfu: 38.0% | epoch: 1 | remaining: 288s    
step 00087 (3.8%) | loss: 4.228570 | lrm: 1.00 | dt: 150ms | tok/sec: 1,746,029 | mfu: 39.9% | epoch: 1 | remaining: 288s    
step 00088 (3.9%) | loss: 4.199356 | lrm: 1.00 | dt: 150ms | tok/sec: 1,752,061 | mfu: 40.0% | epoch: 1 | remaining: 288s    
step 00089 (3.9%) | loss: 4.181597 | lrm: 1.00 | dt: 151ms | tok/sec: 1,739,450 | mfu: 39.7% | epoch: 1 | remaining: 288s    
step 00090 (4.0%) | loss: 4.164820 | lrm: 1.00 | dt: 150ms | tok/sec: 1,747,750 | mfu: 39.9% | epoch: 1 | remaining: 288s    
step 00091 (4.0%) | loss: 4.152649 | lrm: 1.00 | dt: 152ms | tok/sec: 1,720,863 | mfu: 39.3% | epoch: 1 | remaining: 288s    
step 00092 (4.1%) | loss: 4.133525 | lrm: 1.00 | dt: 152ms | tok/sec: 1,722,567 | mfu: 39.4% | epoch: 1 | remaining: 288s    
step 00093 (4.1%) | loss: 4.115689 | lrm: 1.00 | dt: 152ms | tok/sec: 1,727,621 | mfu: 39.5% | epoch: 1 | remaining: 287s    
step 00094 (4.2%) | loss: 4.101078 | lrm: 1.00 | dt: 151ms | tok/sec: 1,741,819 | mfu: 39.8% | epoch: 1 | remaining: 287s    
step 00095 (4.2%) | loss: 4.076501 | lrm: 1.00 | dt: 150ms | tok/sec: 1,749,394 | mfu: 40.0% | epoch: 1 | remaining: 287s    
step 00096 (4.3%) | loss: 4.056396 | lrm: 1.00 | dt: 151ms | tok/sec: 1,739,018 | mfu: 39.7% | epoch: 1 | remaining: 287s    
step 00097 (4.3%) | loss: 4.047832 | lrm: 1.00 | dt: 151ms | tok/sec: 1,732,035 | mfu: 39.6% | epoch: 1 | remaining: 287s    
step 00098 (4.4%) | loss: 4.032215 | lrm: 1.00 | dt: 151ms | tok/sec: 1,735,847 | mfu: 39.7% | epoch: 1 | remaining: 287s    
step 00099 (4.4%) | loss: 4.013729 | lrm: 1.00 | dt: 151ms | tok/sec: 1,732,488 | mfu: 39.6% | epoch: 1 | remaining: 287s    
step 00100 (4.5%) | loss: 4.000958 | lrm: 1.00 | dt: 152ms | tok/sec: 1,726,313 | mfu: 39.4% | epoch: 1 | remaining: 286s    
step 00101 (4.5%) | loss: 3.988254 | lrm: 1.00 | dt: 151ms | tok/sec: 1,739,871 | mfu: 39.8% | epoch: 1 | remaining: 286s    
step 00102 (4.6%) | loss: 3.975648 | lrm: 1.00 | dt: 150ms | tok/sec: 1,744,370 | mfu: 39.9% | epoch: 1 | remaining: 286s    
step 00103 (4.6%) | loss: 3.966357 | lrm: 1.00 | dt: 152ms | tok/sec: 1,725,766 | mfu: 39.4% | epoch: 1 | remaining: 286s    
step 00104 (4.7%) | loss: 3.951067 | lrm: 1.00 | dt: 151ms | tok/sec: 1,738,165 | mfu: 39.7% | epoch: 1 | remaining: 286s    
step 00105 (4.7%) | loss: 3.940419 | lrm: 1.00 | dt: 152ms | tok/sec: 1,727,724 | mfu: 39.5% | epoch: 1 | remaining: 286s    
step 00106 (4.8%) | loss: 3.930065 | lrm: 1.00 | dt: 152ms | tok/sec: 1,720,406 | mfu: 39.3% | epoch: 1 | remaining: 285s    
step 00107 (4.8%) | loss: 3.919924 | lrm: 1.00 | dt: 152ms | tok/sec: 1,724,072 | mfu: 39.4% | epoch: 1 | remaining: 285s    
step 00108 (4.9%) | loss: 3.913216 | lrm: 1.00 | dt: 150ms | tok/sec: 1,746,348 | mfu: 39.9% | epoch: 1 | remaining: 285s    
step 00109 (5.0%) | loss: 3.905753 | lrm: 1.00 | dt: 151ms | tok/sec: 1,736,162 | mfu: 39.7% | epoch: 1 | remaining: 285s    
step 00110 (5.0%) | loss: 3.894726 | lrm: 1.00 | dt: 152ms | tok/sec: 1,729,349 | mfu: 39.5% | epoch: 1 | remaining: 285s    
step 00111 (5.1%) | loss: 3.879350 | lrm: 1.00 | dt: 151ms | tok/sec: 1,739,337 | mfu: 39.7% | epoch: 1 | remaining: 285s    
step 00112 (5.1%) | loss: 3.861279 | lrm: 1.00 | dt: 152ms | tok/sec: 1,722,273 | mfu: 39.4% | epoch: 1 | remaining: 285s    
step 00113 (5.2%) | loss: 3.854927 | lrm: 1.00 | dt: 152ms | tok/sec: 1,729,243 | mfu: 39.5% | epoch: 1 | remaining: 284s    
step 00114 (5.2%) | loss: 3.846195 | lrm: 1.00 | dt: 151ms | tok/sec: 1,732,040 | mfu: 39.6% | epoch: 1 | remaining: 284s    
step 00115 (5.3%) | loss: 3.835118 | lrm: 1.00 | dt: 149ms | tok/sec: 1,754,939 | mfu: 40.1% | epoch: 1 | remaining: 284s    
step 00116 (5.3%) | loss: 3.821326 | lrm: 1.00 | dt: 151ms | tok/sec: 1,737,075 | mfu: 39.7% | epoch: 1 | remaining: 284s    
step 00117 (5.4%) | loss: 3.808608 | lrm: 1.00 | dt: 153ms | tok/sec: 1,713,264 | mfu: 39.1% | epoch: 1 | remaining: 284s    
step 00118 (5.4%) | loss: 3.802667 | lrm: 1.00 | dt: 150ms | tok/sec: 1,750,262 | mfu: 40.0% | epoch: 1 | remaining: 284s    
step 00119 (5.5%) | loss: 3.797471 | lrm: 1.00 | dt: 151ms | tok/sec: 1,739,595 | mfu: 39.8% | epoch: 1 | remaining: 283s    
step 00120 (5.5%) | loss: 3.787928 | lrm: 1.00 | dt: 151ms | tok/sec: 1,736,085 | mfu: 39.7% | epoch: 1 | remaining: 283s    
step 00121 (5.6%) | loss: 3.781691 | lrm: 1.00 | dt: 151ms | tok/sec: 1,735,751 | mfu: 39.7% | epoch: 1 | remaining: 283s    
step 00122 (5.6%) | loss: 3.775608 | lrm: 1.00 | dt: 150ms | tok/sec: 1,746,634 | mfu: 39.9% | epoch: 1 | remaining: 283s    
step 00123 (5.7%) | loss: 3.761867 | lrm: 1.00 | dt: 150ms | tok/sec: 1,751,285 | mfu: 40.0% | epoch: 1 | remaining: 283s    
step 00124 (5.7%) | loss: 3.757434 | lrm: 1.00 | dt: 151ms | tok/sec: 1,741,773 | mfu: 39.8% | epoch: 1 | remaining: 283s    
step 00125 (5.8%) | loss: 3.754439 | lrm: 1.00 | dt: 152ms | tok/sec: 1,728,778 | mfu: 39.5% | epoch: 1 | remaining: 283s    
step 00126 (5.8%) | loss: 3.748052 | lrm: 1.00 | dt: 150ms | tok/sec: 1,746,800 | mfu: 39.9% | epoch: 1 | remaining: 282s    
step 00127 (5.9%) | loss: 3.745653 | lrm: 1.00 | dt: 152ms | tok/sec: 1,728,979 | mfu: 39.5% | epoch: 1 | remaining: 282s    
step 00128 (5.9%) | loss: 3.732409 | lrm: 1.00 | dt: 150ms | tok/sec: 1,747,397 | mfu: 39.9% | epoch: 1 | remaining: 282s    
step 00129 (6.0%) | loss: 3.732493 | lrm: 1.00 | dt: 152ms | tok/sec: 1,728,669 | mfu: 39.5% | epoch: 1 | remaining: 282s    
step 00130 (6.0%) | loss: 3.721510 | lrm: 1.00 | dt: 152ms | tok/sec: 1,729,338 | mfu: 39.5% | epoch: 1 | remaining: 282s    
step 00131 (6.1%) | loss: 3.705724 | lrm: 1.00 | dt: 153ms | tok/sec: 1,717,181 | mfu: 39.2% | epoch: 1 | remaining: 282s    
step 00132 (6.1%) | loss: 3.701932 | lrm: 1.00 | dt: 151ms | tok/sec: 1,741,759 | mfu: 39.8% | epoch: 1 | remaining: 282s    
step 00133 (6.2%) | loss: 3.691659 | lrm: 1.00 | dt: 150ms | tok/sec: 1,742,708 | mfu: 39.8% | epoch: 1 | remaining: 281s    
step 00134 (6.2%) | loss: 3.685393 | lrm: 1.00 | dt: 151ms | tok/sec: 1,737,479 | mfu: 39.7% | epoch: 1 | remaining: 281s    
step 00135 (6.3%) | loss: 3.683654 | lrm: 1.00 | dt: 152ms | tok/sec: 1,726,695 | mfu: 39.5% | epoch: 1 | remaining: 281s    
step 00136 (6.3%) | loss: 3.681694 | lrm: 1.00 | dt: 151ms | tok/sec: 1,731,795 | mfu: 39.6% | epoch: 1 | remaining: 281s    
step 00137 (6.4%) | loss: 3.676277 | lrm: 1.00 | dt: 151ms | tok/sec: 1,735,636 | mfu: 39.7% | epoch: 1 | remaining: 281s    
step 00138 (6.4%) | loss: 3.670534 | lrm: 1.00 | dt: 152ms | tok/sec: 1,729,441 | mfu: 39.5% | epoch: 1 | remaining: 281s    
step 00139 (6.5%) | loss: 3.671179 | lrm: 1.00 | dt: 150ms | tok/sec: 1,745,375 | mfu: 39.9% | epoch: 1 | remaining: 280s    
step 00140 (6.5%) | loss: 3.663015 | lrm: 1.00 | dt: 151ms | tok/sec: 1,735,962 | mfu: 39.7% | epoch: 1 | remaining: 280s    
step 00141 (6.6%) | loss: 3.656990 | lrm: 1.00 | dt: 150ms | tok/sec: 1,743,974 | mfu: 39.9% | epoch: 1 | remaining: 280s    
step 00142 (6.6%) | loss: 3.652934 | lrm: 1.00 | dt: 152ms | tok/sec: 1,725,560 | mfu: 39.4% | epoch: 1 | remaining: 280s    
step 00143 (6.7%) | loss: 3.645139 | lrm: 1.00 | dt: 152ms | tok/sec: 1,725,259 | mfu: 39.4% | epoch: 1 | remaining: 280s    
step 00144 (6.7%) | loss: 3.636823 | lrm: 1.00 | dt: 152ms | tok/sec: 1,721,249 | mfu: 39.3% | epoch: 1 | remaining: 280s    
step 00145 (6.8%) | loss: 3.632815 | lrm: 1.00 | dt: 151ms | tok/sec: 1,736,664 | mfu: 39.7% | epoch: 1 | remaining: 280s    
step 00146 (6.8%) | loss: 3.633789 | lrm: 1.00 | dt: 151ms | tok/sec: 1,741,050 | mfu: 39.8% | epoch: 1 | remaining: 279s    
step 00147 (6.9%) | loss: 3.626307 | lrm: 1.00 | dt: 151ms | tok/sec: 1,736,790 | mfu: 39.7% | epoch: 1 | remaining: 279s    
step 00148 (6.9%) | loss: 3.624789 | lrm: 1.00 | dt: 151ms | tok/sec: 1,738,770 | mfu: 39.7% | epoch: 1 | remaining: 279s    
step 00149 (7.0%) | loss: 3.618326 | lrm: 1.00 | dt: 150ms | tok/sec: 1,749,471 | mfu: 40.0% | epoch: 1 | remaining: 279s    
step 00150 (7.0%) | loss: 3.614827 | lrm: 1.00 | dt: 151ms | tok/sec: 1,732,993 | mfu: 39.6% | epoch: 1 | remaining: 279s    
step 00151 (7.1%) | loss: 3.610841 | lrm: 1.00 | dt: 150ms | tok/sec: 1,744,124 | mfu: 39.9% | epoch: 1 | remaining: 279s    
