commit	val_bpb	memory_gb	status	description
db7c00d	0.984323	43.9	discard	set warmdown ratio to 0.525
f38f894	0.984070	43.9	keep	set warmdown ratio to 0.55
1f4fa13	0.983907	43.9	keep	set warmdown ratio to 0.575
d38c29d	0.983955	43.9	discard	set warmdown ratio to 0.6
e42bd6b	0.985684	43.9	discard	set warmdown ratio to 0.35
2142158	0.983872	43.9	keep	set warmdown ratio to 0.65
98dc5ad	0.984764	43.9	discard	set warmdown 0.45 and final LR 0.025
0fd4cb7	0.984244	43.9	discard	set warmdown 0.55 and final LR 0.025
2389ea7	0.984291	43.9	discard	set warmdown 0.5 and final LR 0.02
37807f3	0.984196	43.9	discard	set warmdown 0.5 and final LR 0.03
c338429	0.984455	43.9	discard	set warmdown 0.475 and final LR 0.0225
75f1e23	0.984180	43.9	discard	set warmdown 0.525 and final LR 0.0275
02da46b	0.985025	22.3	discard	use device batch 64 with same global batch
49663bb	0.984640	22.3	discard	use device batch 64 and matrix LR 0.032
f2a1fb5	1.008322	22.3	discard	use 393K global batch with device batch 64
8fc69c3	1.009083	22.3	discard	use 393K global batch with lower matrix LR
d6bfd2e	0.996437	44.0	discard	retest 524K global batch with tuned LRs
dfd81c3	0.000000	0.0	crash	use 196K global batch with device batch 64
a832d38	0.984521	43.9	discard	set attention pattern to SSLS
b05cea0	0.984515	43.9	discard	set attention pattern to SLSL
2d01ddb	0.984787	43.9	discard	set attention pattern to SLSS
7ae0da9	0.985310	43.9	discard	set attention pattern to SLLS
5c3672b	0.984705	43.9	discard	set attention pattern to LSSS
2746ae2	0.984981	43.9	discard	set attention pattern to LSLS
99d04c6	0.984973	43.9	discard	set attention pattern to SLLL
ff6cc40	0.985520	43.9	discard	set attention pattern to LLLL
e028201	0.984373	43.9	discard	set attention pattern to SSLL
c921b2d	0.984100	43.9	discard	set attention pattern to SSSS
dff7f77	0.985363	43.9	discard	use three-quarter short attention windows
2565cac	0.982773	43.9	keep	use quarter short attention windows
0d54b95	0.987746	44.0	discard	use head dimension 64
d5da86e	0.988562	43.8	discard	use head dimension 256
cef6613	1.002080	33.9	discard	use aspect ratio 48
5d674ad	1.008779	27.5	discard	use aspect ratio 80 with device batch 64
3c7b885	0.982473	24.9	keep	use depth 9 at width 512
2f2cd3e	0.984744	27.3	discard	use depth 10 at width 512
e19beae	0.979697	21.2	keep	use depth 6 wide model
0ddf0bf	0.983546	19.3	discard	set MLP expansion to 3x
