commit	val_bpb	memory_gb	status	description
1b2ed1a	0.984992	22.3	discard	use device batch 64 and grad accumulation 2
3bbf556	0.985055	22.2	discard	use device batch 64 and smaller total batch
d9e910c	1.002269	11.5	discard	use device batch 32 same total batch
e77c678	0.992250	44.0	discard	set attention head dim to 64
d053709	0.993115	43.8	discard	set attention head dim to 256
4178f39	1.006521	33.9	discard	set aspect ratio to 48
f4f6c33	0.984220	43.9	discard	set aspect ratio to 56
b46beb5	0.990618	53.9	discard	set aspect ratio to 72
5d7387d	0.990765	53.9	discard	set aspect ratio to 80
b72e04e	0.981908	63.9	keep	set aspect ratio to 96
f6a8a29	0.982186	63.9	discard	set logit softcap to 12
8176822	0.982221	63.9	discard	set logit softcap to 18
668da3d	0.983153	63.9	discard	set logit softcap to 20
6494c89	0.985318	63.9	discard	set logit softcap to 25
