Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 20,971,520
  lm_head                 : 4,194,304
  transformer_matrices    : 39,322,240
  scalars                 : 20
  total                   : 68,682,388
Estimated FLOPs per token: 3.428882e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011262 | lrm: 1.00 | dt: 12120ms | tok/sec: 21,629 | mfu: 0.7% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.861815 | lrm: 1.00 | dt: 212ms | tok/sec: 1,234,972 | mfu: 42.8% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.451084 | lrm: 1.00 | dt: 217ms | tok/sec: 1,206,622 | mfu: 41.8% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.986901 | lrm: 1.00 | dt: 217ms | tok/sec: 1,208,436 | mfu: 41.9% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.595962 | lrm: 1.00 | dt: 218ms | tok/sec: 1,199,860 | mfu: 41.6% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.270475 | lrm: 1.00 | dt: 242ms | tok/sec: 1,083,699 | mfu: 37.6% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.023153 | lrm: 1.00 | dt: 218ms | tok/sec: 1,202,111 | mfu: 41.7% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.820238 | lrm: 1.00 | dt: 218ms | tok/sec: 1,204,056 | mfu: 41.7% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.648463 | lrm: 1.00 | dt: 215ms | tok/sec: 1,218,012 | mfu: 42.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.503807 | lrm: 1.00 | dt: 230ms | tok/sec: 1,138,687 | mfu: 39.5% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.384164 | lrm: 1.00 | dt: 225ms | tok/sec: 1,166,631 | mfu: 40.4% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.278287 | lrm: 1.00 | dt: 218ms | tok/sec: 1,200,446 | mfu: 41.6% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.183837 | lrm: 1.00 | dt: 219ms | tok/sec: 1,198,610 | mfu: 41.5% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.104835 | lrm: 1.00 | dt: 221ms | tok/sec: 1,183,817 | mfu: 41.0% | epoch: 1 | remaining: 299s    
step 00031 (1.5%) | loss: 5.386320 | lrm: 1.00 | dt: 224ms | tok/sec: 1,171,774 | mfu: 40.6% | epoch: 1 | remaining: 295s    
step 00032 (1.6%) | loss: 5.362025 | lrm: 1.00 | dt: 221ms | tok/sec: 1,188,148 | mfu: 41.2% | epoch: 1 | remaining: 295s    
step 00033 (1.6%) | loss: 5.338372 | lrm: 1.00 | dt: 222ms | tok/sec: 1,179,121 | mfu: 40.9% | epoch: 1 | remaining: 295s    
step 00034 (1.7%) | loss: 5.313694 | lrm: 1.00 | dt: 222ms | tok/sec: 1,182,240 | mfu: 41.0% | epoch: 1 | remaining: 295s    
step 00035 (1.8%) | loss: 5.288296 | lrm: 1.00 | dt: 221ms | tok/sec: 1,184,192 | mfu: 41.0% | epoch: 1 | remaining: 294s    
step 00036 (1.9%) | loss: 5.263668 | lrm: 1.00 | dt: 222ms | tok/sec: 1,178,602 | mfu: 40.8% | epoch: 1 | remaining: 294s    
step 00037 (1.9%) | loss: 5.240068 | lrm: 1.00 | dt: 221ms | tok/sec: 1,184,226 | mfu: 41.0% | epoch: 1 | remaining: 294s    
step 00038 (2.0%) | loss: 5.214797 | lrm: 1.00 | dt: 223ms | tok/sec: 1,176,441 | mfu: 40.8% | epoch: 1 | remaining: 294s    
step 00039 (2.1%) | loss: 5.189955 | lrm: 1.00 | dt: 220ms | tok/sec: 1,188,974 | mfu: 41.2% | epoch: 1 | remaining: 294s    
step 00040 (2.1%) | loss: 5.168812 | lrm: 1.00 | dt: 222ms | tok/sec: 1,180,346 | mfu: 40.9% | epoch: 1 | remaining: 293s    
step 00041 (2.2%) | loss: 5.144914 | lrm: 1.00 | dt: 223ms | tok/sec: 1,176,105 | mfu: 40.8% | epoch: 1 | remaining: 293s    
step 00042 (2.3%) | loss: 5.124095 | lrm: 1.00 | dt: 222ms | tok/sec: 1,183,180 | mfu: 41.0% | epoch: 1 | remaining: 293s    
step 00043 (2.4%) | loss: 5.098679 | lrm: 1.00 | dt: 221ms | tok/sec: 1,186,758 | mfu: 41.1% | epoch: 1 | remaining: 293s    
step 00044 (2.4%) | loss: 5.075098 | lrm: 1.00 | dt: 221ms | tok/sec: 1,183,970 | mfu: 41.0% | epoch: 1 | remaining: 292s    
step 00045 (2.5%) | loss: 5.053480 | lrm: 1.00 | dt: 223ms | tok/sec: 1,174,503 | mfu: 40.7% | epoch: 1 | remaining: 292s    
step 00046 (2.6%) | loss: 5.028769 | lrm: 1.00 | dt: 221ms | tok/sec: 1,185,130 | mfu: 41.1% | epoch: 1 | remaining: 292s    
step 00047 (2.7%) | loss: 5.002389 | lrm: 1.00 | dt: 223ms | tok/sec: 1,175,060 | mfu: 40.7% | epoch: 1 | remaining: 292s    
step 00048 (2.7%) | loss: 4.977917 | lrm: 1.00 | dt: 222ms | tok/sec: 1,179,403 | mfu: 40.9% | epoch: 1 | remaining: 292s    
step 00049 (2.8%) | loss: 4.951366 | lrm: 1.00 | dt: 221ms | tok/sec: 1,186,574 | mfu: 41.1% | epoch: 1 | remaining: 291s    
step 00050 (2.9%) | loss: 4.931295 | lrm: 1.00 | dt: 224ms | tok/sec: 1,172,275 | mfu: 40.6% | epoch: 1 | remaining: 291s    
step 00051 (3.0%) | loss: 4.907833 | lrm: 1.00 | dt: 222ms | tok/sec: 1,182,848 | mfu: 41.0% | epoch: 1 | remaining: 291s    
step 00052 (3.0%) | loss: 4.886332 | lrm: 1.00 | dt: 222ms | tok/sec: 1,182,592 | mfu: 41.0% | epoch: 1 | remaining: 291s    
step 00053 (3.1%) | loss: 4.863825 | lrm: 1.00 | dt: 222ms | tok/sec: 1,180,451 | mfu: 40.9% | epoch: 1 | remaining: 290s    
step 00054 (3.2%) | loss: 4.837605 | lrm: 1.00 | dt: 223ms | tok/sec: 1,176,848 | mfu: 40.8% | epoch: 1 | remaining: 290s    
step 00055 (3.3%) | loss: 4.817090 | lrm: 1.00 | dt: 224ms | tok/sec: 1,170,891 | mfu: 40.6% | epoch: 1 | remaining: 290s    
step 00056 (3.3%) | loss: 4.796985 | lrm: 1.00 | dt: 223ms | tok/sec: 1,174,378 | mfu: 40.7% | epoch: 1 | remaining: 290s    
step 00057 (3.4%) | loss: 4.776442 | lrm: 1.00 | dt: 221ms | tok/sec: 1,187,740 | mfu: 41.2% | epoch: 1 | remaining: 290s    
step 00058 (3.5%) | loss: 4.755482 | lrm: 1.00 | dt: 225ms | tok/sec: 1,167,352 | mfu: 40.5% | epoch: 1 | remaining: 289s    
step 00059 (3.6%) | loss: 4.734665 | lrm: 1.00 | dt: 221ms | tok/sec: 1,184,124 | mfu: 41.0% | epoch: 1 | remaining: 289s    
step 00060 (3.6%) | loss: 4.715624 | lrm: 1.00 | dt: 221ms | tok/sec: 1,186,228 | mfu: 41.1% | epoch: 1 | remaining: 289s    
step 00061 (3.7%) | loss: 4.692125 | lrm: 1.00 | dt: 221ms | tok/sec: 1,186,721 | mfu: 41.1% | epoch: 1 | remaining: 289s    
step 00062 (3.8%) | loss: 4.671092 | lrm: 1.00 | dt: 221ms | tok/sec: 1,186,507 | mfu: 41.1% | epoch: 1 | remaining: 288s    
step 00063 (3.8%) | loss: 4.648232 | lrm: 1.00 | dt: 223ms | tok/sec: 1,173,577 | mfu: 40.7% | epoch: 1 | remaining: 288s    
step 00064 (3.9%) | loss: 4.625014 | lrm: 1.00 | dt: 223ms | tok/sec: 1,173,122 | mfu: 40.7% | epoch: 1 | remaining: 288s    
step 00065 (4.0%) | loss: 4.602507 | lrm: 1.00 | dt: 223ms | tok/sec: 1,173,284 | mfu: 40.7% | epoch: 1 | remaining: 288s    
step 00066 (4.1%) | loss: 4.584477 | lrm: 1.00 | dt: 223ms | tok/sec: 1,176,413 | mfu: 40.8% | epoch: 1 | remaining: 288s    
step 00067 (4.1%) | loss: 4.564898 | lrm: 1.00 | dt: 222ms | tok/sec: 1,180,345 | mfu: 40.9% | epoch: 1 | remaining: 287s    
step 00068 (4.2%) | loss: 4.540845 | lrm: 1.00 | dt: 221ms | tok/sec: 1,187,981 | mfu: 41.2% | epoch: 1 | remaining: 287s    
step 00069 (4.3%) | loss: 4.516802 | lrm: 1.00 | dt: 222ms | tok/sec: 1,183,168 | mfu: 41.0% | epoch: 1 | remaining: 287s    
step 00070 (4.4%) | loss: 4.492978 | lrm: 1.00 | dt: 219ms | tok/sec: 1,196,475 | mfu: 41.5% | epoch: 1 | remaining: 287s    
step 00071 (4.4%) | loss: 4.473207 | lrm: 1.00 | dt: 222ms | tok/sec: 1,179,323 | mfu: 40.9% | epoch: 1 | remaining: 286s    
step 00072 (4.5%) | loss: 4.452459 | lrm: 1.00 | dt: 222ms | tok/sec: 1,179,315 | mfu: 40.9% | epoch: 1 | remaining: 286s    
step 00073 (4.6%) | loss: 4.431414 | lrm: 1.00 | dt: 223ms | tok/sec: 1,176,977 | mfu: 40.8% | epoch: 1 | remaining: 286s    
step 00074 (4.7%) | loss: 4.413102 | lrm: 1.00 | dt: 223ms | tok/sec: 1,177,251 | mfu: 40.8% | epoch: 1 | remaining: 286s    
step 00075 (4.7%) | loss: 4.392811 | lrm: 1.00 | dt: 223ms | tok/sec: 1,173,344 | mfu: 40.7% | epoch: 1 | remaining: 286s    
step 00076 (4.8%) | loss: 4.372364 | lrm: 1.00 | dt: 222ms | tok/sec: 1,179,399 | mfu: 40.9% | epoch: 1 | remaining: 285s    
step 00077 (4.9%) | loss: 4.353229 | lrm: 1.00 | dt: 222ms | tok/sec: 1,183,305 | mfu: 41.0% | epoch: 1 | remaining: 285s    
step 00078 (5.0%) | loss: 4.337226 | lrm: 1.00 | dt: 221ms | tok/sec: 1,183,671 | mfu: 41.0% | epoch: 1 | remaining: 285s    
step 00079 (5.0%) | loss: 4.319668 | lrm: 1.00 | dt: 220ms | tok/sec: 1,190,358 | mfu: 41.2% | epoch: 1 | remaining: 285s    
step 00080 (5.1%) | loss: 4.295859 | lrm: 1.00 | dt: 221ms | tok/sec: 1,185,447 | mfu: 41.1% | epoch: 1 | remaining: 284s    
step 00081 (5.2%) | loss: 4.274892 | lrm: 1.00 | dt: 222ms | tok/sec: 1,181,305 | mfu: 40.9% | epoch: 1 | remaining: 284s    
step 00082 (5.3%) | loss: 4.253048 | lrm: 1.00 | dt: 224ms | tok/sec: 1,171,601 | mfu: 40.6% | epoch: 1 | remaining: 284s    
step 00083 (5.3%) | loss: 4.235772 | lrm: 1.00 | dt: 220ms | tok/sec: 1,190,340 | mfu: 41.2% | epoch: 1 | remaining: 284s    
step 00084 (5.4%) | loss: 4.218582 | lrm: 1.00 | dt: 220ms | tok/sec: 1,191,045 | mfu: 41.3% | epoch: 1 | remaining: 284s    
step 00085 (5.5%) | loss: 4.201804 | lrm: 1.00 | dt: 224ms | tok/sec: 1,169,412 | mfu: 40.5% | epoch: 1 | remaining: 283s    
step 00086 (5.6%) | loss: 4.185194 | lrm: 1.00 | dt: 223ms | tok/sec: 1,177,262 | mfu: 40.8% | epoch: 1 | remaining: 283s    
step 00087 (5.6%) | loss: 4.166785 | lrm: 1.00 | dt: 224ms | tok/sec: 1,171,661 | mfu: 40.6% | epoch: 1 | remaining: 283s    
step 00088 (5.7%) | loss: 4.144102 | lrm: 1.00 | dt: 222ms | tok/sec: 1,181,064 | mfu: 40.9% | epoch: 1 | remaining: 283s    
step 00089 (5.8%) | loss: 4.127016 | lrm: 1.00 | dt: 224ms | tok/sec: 1,172,578 | mfu: 40.6% | epoch: 1 | remaining: 282s    
step 00090 (5.8%) | loss: 4.107809 | lrm: 1.00 | dt: 222ms | tok/sec: 1,181,774 | mfu: 41.0% | epoch: 1 | remaining: 282s    
step 00091 (5.9%) | loss: 4.092709 | lrm: 1.00 | dt: 221ms | tok/sec: 1,186,923 | mfu: 41.1% | epoch: 1 | remaining: 282s    
step 00092 (6.0%) | loss: 4.073662 | lrm: 1.00 | dt: 221ms | tok/sec: 1,186,565 | mfu: 41.1% | epoch: 1 | remaining: 282s    
step 00093 (6.1%) | loss: 4.058532 | lrm: 1.00 | dt: 223ms | tok/sec: 1,176,586 | mfu: 40.8% | epoch: 1 | remaining: 282s    
step 00094 (6.1%) | loss: 4.039616 | lrm: 1.00 | dt: 225ms | tok/sec: 1,165,339 | mfu: 40.4% | epoch: 1 | remaining: 281s    
step 00095 (6.2%) | loss: 4.013840 | lrm: 1.00 | dt: 223ms | tok/sec: 1,175,744 | mfu: 40.7% | epoch: 1 | remaining: 281s    
step 00096 (6.3%) | loss: 3.995175 | lrm: 1.00 | dt: 222ms | tok/sec: 1,179,063 | mfu: 40.9% | epoch: 1 | remaining: 281s    
step 00097 (6.4%) | loss: 3.984962 | lrm: 1.00 | dt: 219ms | tok/sec: 1,197,164 | mfu: 41.5% | epoch: 1 | remaining: 281s    
step 00098 (6.4%) | loss: 3.972731 | lrm: 1.00 | dt: 221ms | tok/sec: 1,185,102 | mfu: 41.1% | epoch: 1 | remaining: 280s    
step 00099 (6.5%) | loss: 3.957874 | lrm: 1.00 | dt: 223ms | tok/sec: 1,174,737 | mfu: 40.7% | epoch: 1 | remaining: 280s    
step 00100 (6.6%) | loss: 3.944552 | lrm: 1.00 | dt: 222ms | tok/sec: 1,178,872 | mfu: 40.9% | epoch: 1 | remaining: 280s    
step 00101 (6.7%) | loss: 3.929369 | lrm: 1.00 | dt: 223ms | tok/sec: 1,176,518 | mfu: 40.8% | epoch: 1 | remaining: 280s    
step 00102 (6.7%) | loss: 3.915885 | lrm: 1.00 | dt: 223ms | tok/sec: 1,175,963 | mfu: 40.8% | epoch: 1 | remaining: 280s    
step 00103 (6.8%) | loss: 3.904525 | lrm: 1.00 | dt: 222ms | tok/sec: 1,179,385 | mfu: 40.9% | epoch: 1 | remaining: 279s    
step 00104 (6.9%) | loss: 3.890086 | lrm: 1.00 | dt: 223ms | tok/sec: 1,173,607 | mfu: 40.7% | epoch: 1 | remaining: 279s    
step 00105 (7.0%) | loss: 3.876211 | lrm: 1.00 | dt: 222ms | tok/sec: 1,180,364 | mfu: 40.9% | epoch: 1 | remaining: 279s    
step 00106 (7.0%) | loss: 3.864133 | lrm: 1.00 | dt: 221ms | tok/sec: 1,188,302 | mfu: 41.2% | epoch: 1 | remaining: 279s    
step 00107 (7.1%) | loss: 3.854481 | lrm: 1.00 | dt: 224ms | tok/sec: 1,167,786 | mfu: 40.5% | epoch: 1 | remaining: 278s    
step 00108 (7.2%) | loss: 3.846449 | lrm: 1.00 | dt: 221ms | tok/sec: 1,183,986 | mfu: 41.0% | epoch: 1 | remaining: 278s    
step 00109 (7.3%) | loss: 3.838111 | lrm: 1.00 | dt: 223ms | tok/sec: 1,175,401 | mfu: 40.7% | epoch: 1 | remaining: 278s    
step 00110 (7.3%) | loss: 3.831552 | lrm: 1.00 | dt: 223ms | tok/sec: 1,176,389 | mfu: 40.8% | epoch: 1 | remaining: 278s    
step 00111 (7.4%) | loss: 3.820356 | lrm: 1.00 | dt: 224ms | tok/sec: 1,171,079 | mfu: 40.6% | epoch: 1 | remaining: 278s    
step 00112 (7.5%) | loss: 3.806720 | lrm: 1.00 | dt: 222ms | tok/sec: 1,178,562 | mfu: 40.8% | epoch: 1 | remaining: 277s    
step 00113 (7.6%) | loss: 3.800252 | lrm: 1.00 | dt: 221ms | tok/sec: 1,185,349 | mfu: 41.1% | epoch: 1 | remaining: 277s    
step 00114 (7.6%) | loss: 3.789026 | lrm: 1.00 | dt: 221ms | tok/sec: 1,185,569 | mfu: 41.1% | epoch: 1 | remaining: 277s    
step 00115 (7.7%) | loss: 3.779802 | lrm: 1.00 | dt: 222ms | tok/sec: 1,182,402 | mfu: 41.0% | epoch: 1 | remaining: 277s    
step 00116 (7.8%) | loss: 3.769413 | lrm: 1.00 | dt: 223ms | tok/sec: 1,176,572 | mfu: 40.8% | epoch: 1 | remaining: 276s    
step 00117 (7.8%) | loss: 3.757519 | lrm: 1.00 | dt: 223ms | tok/sec: 1,176,357 | mfu: 40.8% | epoch: 1 | remaining: 276s    
step 00118 (7.9%) | loss: 3.750077 | lrm: 1.00 | dt: 223ms | tok/sec: 1,175,840 | mfu: 40.7% | epoch: 1 | remaining: 276s    
step 00119 (8.0%) | loss: 3.745469 | lrm: 1.00 | dt: 223ms | tok/sec: 1,176,270 | mfu: 40.8% | epoch: 1 | remaining: 276s    
step 00120 (8.1%) | loss: 3.735456 | lrm: 1.00 | dt: 222ms | tok/sec: 1,180,272 | mfu: 40.9% | epoch: 1 | remaining: 276s    
step 00121 (8.1%) | loss: 3.728608 | lrm: 1.00 | dt: 222ms | tok/sec: 1,182,332 | mfu: 41.0% | epoch: 1 | remaining: 275s    
step 00122 (8.2%) | loss: 3.721093 | lrm: 1.00 | dt: 222ms | tok/sec: 1,179,259 | mfu: 40.9% | epoch: 1 | remaining: 275s    
step 00123 (8.3%) | loss: 3.711737 | lrm: 1.00 | dt: 221ms | tok/sec: 1,183,659 | mfu: 41.0% | epoch: 1 | remaining: 275s    
step 00124 (8.4%) | loss: 3.707903 | lrm: 1.00 | dt: 223ms | tok/sec: 1,176,962 | mfu: 40.8% | epoch: 1 | remaining: 275s    
step 00125 (8.4%) | loss: 3.702214 | lrm: 1.00 | dt: 222ms | tok/sec: 1,181,489 | mfu: 40.9% | epoch: 1 | remaining: 274s    
step 00126 (8.5%) | loss: 3.692869 | lrm: 1.00 | dt: 223ms | tok/sec: 1,177,581 | mfu: 40.8% | epoch: 1 | remaining: 274s    
step 00127 (8.6%) | loss: 3.686640 | lrm: 1.00 | dt: 225ms | tok/sec: 1,166,412 | mfu: 40.4% | epoch: 1 | remaining: 274s    
step 00128 (8.7%) | loss: 3.675933 | lrm: 1.00 | dt: 223ms | tok/sec: 1,174,112 | mfu: 40.7% | epoch: 1 | remaining: 274s    
step 00129 (8.7%) | loss: 3.669927 | lrm: 1.00 | dt: 222ms | tok/sec: 1,179,894 | mfu: 40.9% | epoch: 1 | remaining: 274s    
step 00130 (8.8%) | loss: 3.662568 | lrm: 1.00 | dt: 218ms | tok/sec: 1,199,872 | mfu: 41.6% | epoch: 1 | remaining: 273s    
step 00131 (8.9%) | loss: 3.651780 | lrm: 1.00 | dt: 222ms | tok/sec: 1,179,719 | mfu: 40.9% | epoch: 1 | remaining: 273s    
step 00132 (9.0%) | loss: 3.649051 | lrm: 1.00 | dt: 223ms | tok/sec: 1,176,548 | mfu: 40.8% | epoch: 1 | remaining: 273s    
step 00133 (9.0%) | loss: 3.645429 | lrm: 1.00 | dt: 222ms | tok/sec: 1,180,253 | mfu: 40.9% | epoch: 1 | remaining: 273s    
step 00134 (9.1%) | loss: 3.645172 | lrm: 1.00 | dt: 224ms | tok/sec: 1,172,577 | mfu: 40.6% | epoch: 1 | remaining: 272s    
step 00135 (9.2%) | loss: 3.641120 | lrm: 1.00 | dt: 222ms | tok/sec: 1,179,188 | mfu: 40.9% | epoch: 1 | remaining: 272s    
step 00136 (9.3%) | loss: 3.636705 | lrm: 1.00 | dt: 222ms | tok/sec: 1,183,359 | mfu: 41.0% | epoch: 1 | remaining: 272s    
step 00137 (9.3%) | loss: 3.633565 | lrm: 1.00 | dt: 224ms | tok/sec: 1,170,451 | mfu: 40.6% | epoch: 1 | remaining: 272s    
step 00138 (9.4%) | loss: 3.630265 | lrm: 1.00 | dt: 221ms | tok/sec: 1,184,203 | mfu: 41.0% | epoch: 1 | remaining: 272s    
step 00139 (9.5%) | loss: 3.627726 | lrm: 1.00 | dt: 223ms | tok/sec: 1,176,316 | mfu: 40.8% | epoch: 1 | remaining: 271s    
step 00140 (9.6%) | loss: 3.620884 | lrm: 1.00 | dt: 221ms | tok/sec: 1,187,569 | mfu: 41.2% | epoch: 1 | remaining: 271s    
step 00141 (9.6%) | loss: 3.615517 | lrm: 1.00 | dt: 223ms | tok/sec: 1,176,989 | mfu: 40.8% | epoch: 1 | remaining: 271s    
step 00142 (9.7%) | loss: 3.608952 | lrm: 1.00 | dt: 223ms | tok/sec: 1,173,943 | mfu: 40.7% | epoch: 1 | remaining: 271s    
step 00143 (9.8%) | loss: 3.609692 | lrm: 1.00 | dt: 223ms | tok/sec: 1,177,518 | mfu: 40.8% | epoch: 1 | remaining: 270s    
step 00144 (9.9%) | loss: 3.597156 | lrm: 1.00 | dt: 224ms | tok/sec: 1,171,323 | mfu: 40.6% | epoch: 1 | remaining: 270s    
step 00145 (9.9%) | loss: 3.591462 | lrm: 1.00 | dt: 223ms | tok/sec: 1,176,387 | mfu: 40.8% | epoch: 1 | remaining: 270s    
step 00146 (10.0%) | loss: 3.593099 | lrm: 1.00 | dt: 221ms | tok/sec: 1,187,832 | mfu: 41.2% | epoch: 1 | remaining: 270s    
step 00147 (10.1%) | loss: 3.582517 | lrm: 1.00 | dt: 221ms | tok/sec: 1,184,448 | mfu: 41.0% | epoch: 1 | remaining: 270s    
step 00148 (10.1%) | loss: 3.581540 | lrm: 1.00 | dt: 220ms | tok/sec: 1,188,902 | mfu: 41.2% | epoch: 1 | remaining: 269s    
step 00149 (10.2%) | loss: 3.574986 | lrm: 1.00 | dt: 223ms | tok/sec: 1,173,031 | mfu: 40.6% | epoch: 1 | remaining: 269s    
step 00150 (10.3%) | loss: 3.571050 | lrm: 1.00 | dt: 223ms | tok/sec: 1,176,747 | mfu: 40.8% | epoch: 1 | remaining: 269s    
step 00151 (10.4%) | loss: 3.569038 | lrm: 1.00 | dt: 224ms | tok/sec: 1,169,256 | mfu: 40.5% | epoch: 1 | remaining: 269s    
